sim,size,connectance,sigma,mu,rho,Va,Pa,Rmax,Robs
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.2873336401650838
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.38160528532871313
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3984826605152395
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.30135211792507155
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3729454006749577
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.23565362870396647
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.36314878460125666
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.24885166421981256
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.30482627855244643
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.36498026773107867
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3864570316213805
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.48893279661130323
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3151935611066833
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.37005622561178614
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.31603395225480074
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.348550206465575
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3981558581157806
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3169963653159946
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3581784329475657
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3451170345375418
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.27304785205727233
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.35950598530286
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.2842766404787578
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3559940348186872
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.29799784386174366
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.2908323593846687
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3863418452191522
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.24235274623999273
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.30386332638719593
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3525276090185986
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.37812949074488994
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.39858211912873837
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.39873328419104626
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3848072071995888
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.28202221841999603
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.33686913168516297
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3585882950479369
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3320195070682848
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3372350086581394
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.4732177065224644
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.34954078843651076
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3090242008349164
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3124312225329562
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.29248576594142556
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.2470623420306905
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.5372081949266625
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3803688438152532
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.33373293676359833
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.43170823795481833
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.4515792261751455
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.37119578539148523
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.4318424604891142
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.27247390424232726
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.43128632113931653
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.34002005962923176
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.28275132860879887
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3030511296891488
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.32080040248468233
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.3075136683980534
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.25023350024038965
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.27257022097546674
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.31996807173958924
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.4716852135310683
1,10,0.4,0.25,-0.1,-0.09600000000000002,0.027400000000000004,0,0.34359516960343806,0.4019927211925256
