size,connectance,sigma,mu_u,mu_l,Robs
250,0.5,0.25,-0.65,0.6000000000000001,3.6855067578381124
250,0.5,0.25,-0.65,0.6000000000000001,3.814382330554693
250,0.5,0.25,-0.65,0.6000000000000001,3.6749355449413024
250,0.5,0.25,-0.65,0.6000000000000001,3.5556887339144434
250,0.5,0.25,-0.65,0.6000000000000001,3.5153454008601126
250,0.5,0.25,-0.65,0.6000000000000001,3.721724903299815
250,0.5,0.25,-0.65,0.6000000000000001,3.4504745577020026
250,0.5,0.25,-0.65,0.6000000000000001,3.5966254742548127
250,0.5,0.25,-0.65,0.6000000000000001,3.8177539001416623
250,0.5,0.25,-0.65,0.6000000000000001,3.3696182676133133
250,0.5,0.25,-0.65,0.6000000000000001,3.711383320431645
250,0.5,0.25,-0.65,0.6500000000000001,3.997873360589308
250,0.5,0.25,-0.65,0.6500000000000001,4.032377329895791
250,0.5,0.25,-0.65,0.6500000000000001,3.962823844162768
250,0.5,0.25,-0.65,0.6500000000000001,3.9208324106126615
250,0.5,0.25,-0.65,0.6500000000000001,3.8681237214426827
250,0.5,0.25,-0.65,0.6500000000000001,3.741800977625504
250,0.5,0.25,-0.65,0.6500000000000001,4.05155311808453
250,0.5,0.25,-0.65,0.6500000000000001,3.7429626925481396
250,0.5,0.25,-0.65,0.6500000000000001,3.8309715027626043
250,0.5,0.25,-0.65,0.6500000000000001,3.6698816020169653
250,0.5,0.25,-0.65,0.6500000000000001,3.9143443997359086
250,0.5,0.25,-0.65,0.6500000000000001,3.6147329694499177
250,0.5,0.25,-0.65,0.6500000000000001,4.078979526270557
250,0.5,0.25,-0.65,0.6500000000000001,3.9707360652841386
250,0.5,0.25,-0.65,0.6500000000000001,3.9066211740073804
250,0.5,0.25,-0.65,0.6500000000000001,3.92915414434759
250,0.5,0.25,-0.65,0.6500000000000001,4.152249630361178
250,0.5,0.25,-0.65,0.6500000000000001,3.9665775266743446
250,0.5,0.25,-0.65,0.6500000000000001,3.849454867521097
250,0.5,0.25,-0.65,0.6500000000000001,3.8823141683488602
250,0.5,0.25,-0.65,0.6500000000000001,4.036821162941784
250,0.5,0.25,-0.65,0.6500000000000001,3.888058698458133
250,0.5,0.25,-0.65,0.6500000000000001,3.9076660845681386
250,0.5,0.25,-0.65,0.6500000000000001,3.880649807361292
250,0.5,0.25,-0.65,0.6500000000000001,3.8582735957374013
250,0.5,0.25,-0.65,0.6500000000000001,3.825214457486481
250,0.5,0.25,-0.65,0.6500000000000001,3.8478199841771414
250,0.5,0.25,-0.65,0.6500000000000001,3.822773763624508
250,0.5,0.25,-0.65,0.6500000000000001,3.2167072305453157
250,0.5,0.25,-0.65,0.6500000000000001,3.656418557759735
250,0.5,0.25,-0.65,0.6500000000000001,4.007582364762618
250,0.5,0.25,-0.65,0.6500000000000001,3.888283371826525
250,0.5,0.25,-0.65,0.6500000000000001,3.6905894819469047
250,0.5,0.25,-0.65,0.6500000000000001,4.022330869996152
250,0.5,0.25,-0.65,0.6500000000000001,4.10179241201877
250,0.5,0.25,-0.65,0.6500000000000001,3.810443231859906
250,0.5,0.25,-0.65,0.6500000000000001,3.905729776672563
250,0.5,0.25,-0.65,0.6500000000000001,3.9873164428676446
250,0.5,0.25,-0.65,0.6500000000000001,4.12824254999157
250,0.5,0.25,-0.65,0.6500000000000001,3.6877286455533893
250,0.5,0.25,-0.65,0.6500000000000001,3.9578472267568636
250,0.5,0.25,-0.65,0.6500000000000001,3.8558873174654975
250,0.5,0.25,-0.65,0.6500000000000001,3.857769348273823
250,0.5,0.25,-0.65,0.6500000000000001,4.002820904844224
250,0.5,0.25,-0.65,0.6500000000000001,3.905750509331831
250,0.5,0.25,-0.65,0.6500000000000001,3.872843864185864
250,0.5,0.25,-0.65,0.6500000000000001,3.953637477084641
250,0.5,0.25,-0.65,0.6500000000000001,3.8559657884451477
250,0.5,0.25,-0.65,0.6500000000000001,4.035304697638171
250,0.5,0.25,-0.65,0.6500000000000001,3.7980921789633846
250,0.5,0.25,-0.65,0.6500000000000001,4.174304127663228
250,0.5,0.25,-0.65,0.6500000000000001,4.062873899516496
250,0.5,0.25,-0.65,0.6500000000000001,3.915170778054807
250,0.5,0.25,-0.65,0.6500000000000001,3.856374256414885
250,0.5,0.25,-0.65,0.6500000000000001,3.5127240011804504
250,0.5,0.25,-0.65,0.6500000000000001,3.8184729761125507
250,0.5,0.25,-0.65,0.6500000000000001,3.985203295390058
250,0.5,0.25,-0.65,0.6500000000000001,3.666381359221955
250,0.5,0.25,-0.65,0.6500000000000001,4.064369910908471
250,0.5,0.25,-0.65,0.6500000000000001,4.004611475298361
250,0.5,0.25,-0.65,0.6500000000000001,3.609035382696185
250,0.5,0.25,-0.65,0.6500000000000001,3.6821782929422424
250,0.5,0.25,-0.65,0.6500000000000001,4.0758872092648675
250,0.5,0.25,-0.65,0.6500000000000001,3.835773061971079
250,0.5,0.25,-0.65,0.6500000000000001,3.844283381814671
250,0.5,0.25,-0.65,0.6500000000000001,3.6623970086461393
250,0.5,0.25,-0.65,0.6500000000000001,3.787317587744089
250,0.5,0.25,-0.65,0.6500000000000001,3.3802042022103858
250,0.5,0.25,-0.65,0.6500000000000001,3.914478368823739
250,0.5,0.25,-0.65,0.6500000000000001,3.8233716795028325
250,0.5,0.25,-0.65,0.6500000000000001,3.9178359011942137
250,0.5,0.25,-0.65,0.6500000000000001,3.8958555848224274
250,0.5,0.25,-0.65,0.6500000000000001,3.9022524339272393
250,0.5,0.25,-0.65,0.6500000000000001,3.4847595466504293
250,0.5,0.25,-0.65,0.6500000000000001,3.855875401868531
250,0.5,0.25,-0.65,0.6500000000000001,4.06332631458382
250,0.5,0.25,-0.65,0.6500000000000001,3.889906767647196
250,0.5,0.25,-0.65,0.6500000000000001,3.8227206991144156
250,0.5,0.25,-0.65,0.6500000000000001,3.788535046327399
250,0.5,0.25,-0.65,0.6500000000000001,4.1728166869528165
250,0.5,0.25,-0.65,0.6500000000000001,3.891258166518081
250,0.5,0.25,-0.65,0.6500000000000001,3.957734429295942
250,0.5,0.25,-0.65,0.6500000000000001,4.045663084190565
250,0.5,0.25,-0.65,0.6500000000000001,4.235050502723459
250,0.5,0.25,-0.65,0.6500000000000001,3.9490196833174087
250,0.5,0.25,-0.65,0.6500000000000001,3.8908344197036087
250,0.5,0.25,-0.65,0.6500000000000001,3.7561234499140066
250,0.5,0.25,-0.65,0.6500000000000001,3.9533047855229175
250,0.5,0.25,-0.65,0.6500000000000001,4.084290830826343
250,0.5,0.25,-0.65,0.6500000000000001,4.044997923151652
250,0.5,0.25,-0.65,0.6500000000000001,3.97694728879608
250,0.5,0.25,-0.65,0.6500000000000001,3.819072606117108
250,0.5,0.25,-0.65,0.6500000000000001,3.8857453578135033
250,0.5,0.25,-0.65,0.6500000000000001,3.823904608657361
250,0.5,0.25,-0.65,0.6500000000000001,3.6899820297124304
250,0.5,0.25,-0.65,0.6500000000000001,4.004867016713113
250,0.5,0.25,-0.65,0.6500000000000001,3.664747936137239
250,0.5,0.25,-0.65,0.6500000000000001,3.892477820454114
250,0.5,0.25,-0.65,0.6500000000000001,4.124697062322906
250,0.5,0.25,-0.65,0.6500000000000001,3.9883826479199667
250,0.5,0.25,-0.65,0.7000000000000001,4.1835718252711676
250,0.5,0.25,-0.65,0.7000000000000001,3.8923163590000285
250,0.5,0.25,-0.65,0.7000000000000001,3.671546671640361
250,0.5,0.25,-0.65,0.7000000000000001,3.839297654215532
250,0.5,0.25,-0.65,0.7000000000000001,4.0357016218982995
250,0.5,0.25,-0.65,0.7000000000000001,4.0966028377244035
250,0.5,0.25,-0.65,0.7000000000000001,3.983401842705936
250,0.5,0.25,-0.65,0.7000000000000001,4.174570661442528
250,0.5,0.25,-0.65,0.7000000000000001,3.923827124169431
250,0.5,0.25,-0.65,0.7000000000000001,4.118366276248279
250,0.5,0.25,-0.65,0.7000000000000001,3.895919738123524
250,0.5,0.25,-0.65,0.7000000000000001,4.086854794175458
250,0.5,0.25,-0.65,0.7000000000000001,3.738546753538072
250,0.5,0.25,-0.65,0.7000000000000001,4.120415876664394
250,0.5,0.25,-0.65,0.7000000000000001,4.090490690667057
250,0.5,0.25,-0.65,0.7000000000000001,3.9468283371525925
250,0.5,0.25,-0.65,0.7000000000000001,3.9342011465699103
250,0.5,0.25,-0.65,0.7000000000000001,4.03959620623679
250,0.5,0.25,-0.65,0.7000000000000001,4.016241201027843
250,0.5,0.25,-0.65,0.7000000000000001,3.9886235095447344
250,0.5,0.25,-0.65,0.7000000000000001,3.978674644453562
250,0.5,0.25,-0.65,0.7000000000000001,3.997314328943791
250,0.5,0.25,-0.65,0.7000000000000001,4.212694022272805
250,0.5,0.25,-0.65,0.7000000000000001,3.802854187678918
250,0.5,0.25,-0.65,0.7000000000000001,4.006881646722908
250,0.5,0.25,-0.65,0.7000000000000001,4.242029857156792
250,0.5,0.25,-0.65,0.7000000000000001,3.984808944360962
250,0.5,0.25,-0.65,0.7000000000000001,3.9028284827518545
250,0.5,0.25,-0.65,0.7000000000000001,4.1010646288396835
250,0.5,0.25,-0.65,0.7000000000000001,4.206846987632926
250,0.5,0.25,-0.65,0.7000000000000001,3.9098305602064696
250,0.5,0.25,-0.65,0.7000000000000001,4.133097521928512
250,0.5,0.25,-0.65,0.7000000000000001,4.189432460939439
250,0.5,0.25,-0.65,0.7000000000000001,3.773608899436498
250,0.5,0.25,-0.65,0.7000000000000001,4.026312869025426
250,0.5,0.25,-0.65,0.7000000000000001,4.1761727541249645
250,0.5,0.25,-0.65,0.7000000000000001,3.971182138895648
250,0.5,0.25,-0.65,0.7000000000000001,4.016895834649753
250,0.5,0.25,-0.65,0.7000000000000001,4.044631952597537
250,0.5,0.25,-0.65,0.7000000000000001,4.182959882734464
250,0.5,0.25,-0.65,0.7000000000000001,3.8496177641190874
250,0.5,0.25,-0.65,0.7000000000000001,3.936204855874472
250,0.5,0.25,-0.65,0.7000000000000001,3.8589411531545257
250,0.5,0.25,-0.65,0.7000000000000001,4.21933129767224
250,0.5,0.25,-0.65,0.7000000000000001,4.138975720104234
250,0.5,0.25,-0.65,0.7000000000000001,3.914179770148073
250,0.5,0.25,-0.65,0.7000000000000001,4.088835622659666
250,0.5,0.25,-0.65,0.7000000000000001,4.3911794131846635
250,0.5,0.25,-0.65,0.7000000000000001,3.886758759169113
250,0.5,0.25,-0.65,0.7000000000000001,4.026601837494109
250,0.5,0.25,-0.65,0.7000000000000001,3.594747209951854
250,0.5,0.25,-0.65,0.7000000000000001,3.993286335139607
250,0.5,0.25,-0.65,0.7000000000000001,4.068785918866389
250,0.5,0.25,-0.65,0.7000000000000001,3.8261572235016774
250,0.5,0.25,-0.65,0.7000000000000001,3.9654390331206737
250,0.5,0.25,-0.65,0.7000000000000001,3.711288918615389
250,0.5,0.25,-0.65,0.7000000000000001,3.9716194554382316
250,0.5,0.25,-0.65,0.7000000000000001,3.7188207752439584
250,0.5,0.25,-0.65,0.7000000000000001,3.8857459882208274
250,0.5,0.25,-0.65,0.7000000000000001,3.815904809295367
250,0.5,0.25,-0.65,0.7000000000000001,3.9836667106446586
250,0.5,0.25,-0.65,0.7000000000000001,3.9924795751460134
250,0.5,0.25,-0.65,0.7000000000000001,4.096183902548364
250,0.5,0.25,-0.65,0.7000000000000001,3.8869657883655075
250,0.5,0.25,-0.65,0.7000000000000001,3.8120053808937593
250,0.5,0.25,-0.65,0.7000000000000001,4.013549564532465
250,0.5,0.25,-0.65,0.7000000000000001,3.9251725769920625
250,0.5,0.25,-0.65,0.7000000000000001,3.67662547244919
250,0.5,0.25,-0.65,0.7000000000000001,3.929821180284359
250,0.5,0.25,-0.65,0.7000000000000001,3.8556055202879156
250,0.5,0.25,-0.65,0.7000000000000001,3.882151335069911
250,0.5,0.25,-0.65,0.7000000000000001,4.081909620941053
250,0.5,0.25,-0.65,0.7000000000000001,4.018509412970216
250,0.5,0.25,-0.65,0.7000000000000001,4.282792073535446
250,0.5,0.25,-0.65,0.7000000000000001,4.083890539979396
250,0.5,0.25,-0.65,0.7000000000000001,4.195025395873621
250,0.5,0.25,-0.65,0.7000000000000001,3.877152757305199
250,0.5,0.25,-0.65,0.7000000000000001,3.855885126932976
250,0.5,0.25,-0.65,0.7000000000000001,4.0122391295153506
250,0.5,0.25,-0.65,0.7000000000000001,4.03501162185677
250,0.5,0.25,-0.65,0.7000000000000001,3.8900179560105883
250,0.5,0.25,-0.65,0.7000000000000001,3.74846046224059
250,0.5,0.25,-0.65,0.7000000000000001,3.9189179007347392
250,0.5,0.25,-0.65,0.7000000000000001,4.081878187584942
250,0.5,0.25,-0.65,0.7000000000000001,3.9160421737307143
250,0.5,0.25,-0.65,0.7000000000000001,3.811917230802922
250,0.5,0.25,-0.65,0.7000000000000001,3.907732047958239
250,0.5,0.25,-0.65,0.7000000000000001,3.938952379460689
250,0.5,0.25,-0.65,0.7000000000000001,3.994643394113314
250,0.5,0.25,-0.65,0.7000000000000001,3.9600154412695665
250,0.5,0.25,-0.65,0.7000000000000001,3.7595288701029292
250,0.5,0.25,-0.65,0.7000000000000001,3.846839709520237
250,0.5,0.25,-0.65,0.7000000000000001,3.80773367226712
250,0.5,0.25,-0.65,0.7000000000000001,4.051776988843733
250,0.5,0.25,-0.65,0.7000000000000001,4.171088401112215
250,0.5,0.25,-0.65,0.7000000000000001,4.104709341834549
250,0.5,0.25,-0.65,0.7000000000000001,3.8927699599724663
250,0.5,0.25,-0.65,0.7000000000000001,3.932396745129926
250,0.5,0.25,-0.65,0.7000000000000001,3.8601529485415678
250,0.5,0.25,-0.65,0.7000000000000001,4.11418345346264
250,0.5,0.25,-0.65,0.7500000000000001,2.8362292587855897
250,0.5,0.25,-0.65,0.7500000000000001,2.795433496730802
250,0.5,0.25,-0.65,0.7500000000000001,2.8144908493601357
250,0.5,0.25,-0.65,0.7500000000000001,2.9191001859434857
250,0.5,0.25,-0.65,0.7500000000000001,2.865929509070137
250,0.5,0.25,-0.65,0.7500000000000001,2.716592836006347
250,0.5,0.25,-0.65,0.7500000000000001,2.742012083093245
250,0.5,0.25,-0.65,0.7500000000000001,2.880475058932949
250,0.5,0.25,-0.65,0.7500000000000001,2.7752862309338733
250,0.5,0.25,-0.65,0.7500000000000001,2.6146277854043207
250,0.5,0.25,-0.65,0.7500000000000001,2.6616603948307826
250,0.5,0.25,-0.65,0.7500000000000001,2.793745547675195
250,0.5,0.25,-0.65,0.7500000000000001,2.8052450602353374
250,0.5,0.25,-0.65,0.7500000000000001,2.763059511586952
250,0.5,0.25,-0.65,0.7500000000000001,2.8307261799522596
250,0.5,0.25,-0.65,0.7500000000000001,2.7748911340088767
250,0.5,0.25,-0.65,0.7500000000000001,3.0038488786300195
250,0.5,0.25,-0.65,0.7500000000000001,2.8800805027079903
250,0.5,0.25,-0.65,0.7500000000000001,2.8707077309278066
250,0.5,0.25,-0.65,0.7500000000000001,2.796189755582705
250,0.5,0.25,-0.65,0.7500000000000001,2.8957256589948757
250,0.5,0.25,-0.65,0.7500000000000001,2.7452813812782404
250,0.5,0.25,-0.65,0.7500000000000001,2.7646657675972337
250,0.5,0.25,-0.65,0.7500000000000001,2.783834548879155
250,0.5,0.25,-0.65,0.7500000000000001,2.979237552793885
250,0.5,0.25,-0.65,0.7500000000000001,2.882184891760773
250,0.5,0.25,-0.65,0.7500000000000001,2.697225212199388
250,0.5,0.25,-0.65,0.7500000000000001,2.9779222114450286
250,0.5,0.25,-0.65,0.7500000000000001,2.8236530225479353
250,0.5,0.25,-0.65,0.7500000000000001,2.712473883905286
250,0.5,0.25,-0.65,0.7500000000000001,2.8828081904191856
250,0.5,0.25,-0.65,0.7500000000000001,2.6559583976277135
250,0.5,0.25,-0.65,0.7500000000000001,2.898303662572162
250,0.5,0.25,-0.65,0.7500000000000001,2.925671042625597
250,0.5,0.25,-0.65,0.7500000000000001,2.6977935375003947
250,0.5,0.25,-0.65,0.7500000000000001,2.875499367268203
250,0.5,0.25,-0.65,0.7500000000000001,2.791803319358577
250,0.5,0.25,-0.65,0.7500000000000001,3.123023810562741
250,0.5,0.25,-0.65,0.7500000000000001,2.8291463812144677
250,0.5,0.25,-0.65,0.7500000000000001,3.0209772522909306
250,0.5,0.25,-0.65,0.7500000000000001,2.9056924531185526
250,0.5,0.25,-0.65,0.7500000000000001,2.7524445981102246
250,0.5,0.25,-0.65,0.7500000000000001,3.039434249592663
250,0.5,0.25,-0.65,0.7500000000000001,3.000039401803067
250,0.5,0.25,-0.65,0.7500000000000001,2.7652595144600287
250,0.5,0.25,-0.65,0.7500000000000001,2.696447347786918
250,0.5,0.25,-0.65,0.7500000000000001,3.009712791205462
250,0.5,0.25,-0.65,0.7500000000000001,2.783785705088245
250,0.5,0.25,-0.65,0.7500000000000001,3.008820642075134
250,0.5,0.25,-0.65,0.7500000000000001,2.6979337225546307
250,0.5,0.25,-0.65,0.7500000000000001,2.9215473605603393
250,0.5,0.25,-0.65,0.7500000000000001,2.8739840077023127
250,0.5,0.25,-0.65,0.7500000000000001,2.810848514349278
250,0.5,0.25,-0.65,0.7500000000000001,2.9609726399413017
250,0.5,0.25,-0.65,0.7500000000000001,2.8573964465034205
250,0.5,0.25,-0.65,0.7500000000000001,2.745264312861071
250,0.5,0.25,-0.65,0.7500000000000001,2.656300391793201
250,0.5,0.25,-0.65,0.7500000000000001,2.8306574502970197
250,0.5,0.25,-0.65,0.7500000000000001,2.901251077553994
250,0.5,0.25,-0.65,0.7500000000000001,2.8411828756083626
250,0.5,0.25,-0.65,0.7500000000000001,2.787352907348563
250,0.5,0.25,-0.65,0.7500000000000001,2.9652112332556997
250,0.5,0.25,-0.65,0.7500000000000001,2.8734554002009443
250,0.5,0.25,-0.65,0.7500000000000001,2.9479549713567654
250,0.5,0.25,-0.65,0.7500000000000001,2.831428815160824
250,0.5,0.25,-0.65,0.7500000000000001,2.7314044263947723
250,0.5,0.25,-0.65,0.7500000000000001,3.050510123307333
250,0.5,0.25,-0.65,0.7500000000000001,2.7762124491724727
250,0.5,0.25,-0.65,0.7500000000000001,2.9547147479117606
250,0.5,0.25,-0.65,0.7500000000000001,2.941270254744686
250,0.5,0.25,-0.65,0.7500000000000001,2.810966138962213
250,0.5,0.25,-0.65,0.7500000000000001,3.0366978712262953
250,0.5,0.25,-0.65,0.7500000000000001,2.8014805695735414
250,0.5,0.25,-0.65,0.7500000000000001,2.9657945350301262
250,0.5,0.25,-0.65,0.7500000000000001,2.9259746143326923
250,0.5,0.25,-0.65,0.7500000000000001,2.888277789824938
250,0.5,0.25,-0.65,0.7500000000000001,2.714813193069946
250,0.5,0.25,-0.65,0.7500000000000001,2.7223412579900543
250,0.5,0.25,-0.65,0.7500000000000001,2.9473900192650926
250,0.5,0.25,-0.65,0.7500000000000001,2.8911762720202017
250,0.5,0.25,-0.65,0.7500000000000001,2.823584261644019
250,0.5,0.25,-0.65,0.7500000000000001,2.7496854070417363
250,0.5,0.25,-0.65,0.7500000000000001,2.820592838790602
250,0.5,0.25,-0.65,0.7500000000000001,2.7512736044182176
250,0.5,0.25,-0.65,0.7500000000000001,2.8361824521565366
250,0.5,0.25,-0.65,0.7500000000000001,2.831176283433508
250,0.5,0.25,-0.65,0.7500000000000001,2.725633516847861
250,0.5,0.25,-0.65,0.7500000000000001,2.8305919219075824
250,0.5,0.25,-0.65,0.7500000000000001,2.7664241817182686
250,0.5,0.25,-0.65,0.7500000000000001,2.8786721770033914
250,0.5,0.25,-0.65,0.7500000000000001,3.0952624545638026
250,0.5,0.25,-0.65,0.7500000000000001,2.83102990407435
250,0.5,0.25,-0.65,0.7500000000000001,2.7735136971961483
250,0.5,0.25,-0.65,0.7500000000000001,2.646089965144715
250,0.5,0.25,-0.65,0.7500000000000001,3.0019410224104948
250,0.5,0.25,-0.65,0.7500000000000001,2.876132666443868
250,0.5,0.25,-0.65,0.7500000000000001,2.8295993491607367
250,0.5,0.25,-0.65,0.7500000000000001,2.7253510729414354
250,0.5,0.25,-0.65,0.7500000000000001,2.7268886082122594
250,0.5,0.25,-0.65,0.7500000000000001,2.8185842045182614
250,0.5,0.25,-0.65,0.8,2.1901075258291547
250,0.5,0.25,-0.65,0.8,2.1847271298990947
250,0.5,0.25,-0.65,0.8,2.1767860400553722
250,0.5,0.25,-0.65,0.8,2.17229585320551
250,0.5,0.25,-0.65,0.8,2.2398784107503715
250,0.5,0.25,-0.65,0.8,2.081490441598143
250,0.5,0.25,-0.65,0.8,2.1786339996865696
250,0.5,0.25,-0.65,0.8,2.243587921875206
250,0.5,0.25,-0.65,0.8,2.145824028508415
250,0.5,0.25,-0.65,0.8,2.2172773330383078
250,0.5,0.25,-0.65,0.8,2.2664080125293706
250,0.5,0.25,-0.65,0.8,2.091004633845388
250,0.5,0.25,-0.65,0.8,2.2135768584788145
250,0.5,0.25,-0.65,0.8,2.142367769959171
250,0.5,0.25,-0.65,0.8,2.1829618117757006
250,0.5,0.25,-0.65,0.8,2.2455546456247872
250,0.5,0.25,-0.65,0.8,2.293100324139083
250,0.5,0.25,-0.65,0.8,2.118084049420283
250,0.5,0.25,-0.65,0.8,2.114199919963408
250,0.5,0.25,-0.65,0.8,2.1857625417274926
250,0.5,0.25,-0.65,0.8,2.120638685513336
250,0.5,0.25,-0.65,0.8,2.231994369808613
250,0.5,0.25,-0.65,0.8,2.2430282544424816
250,0.5,0.25,-0.65,0.8,2.2577055058229325
250,0.5,0.25,-0.65,0.8,2.166198546047536
250,0.5,0.25,-0.65,0.8,2.308067753360869
250,0.5,0.25,-0.65,0.8,2.196096059167748
250,0.5,0.25,-0.65,0.8,2.1729856531933955
250,0.5,0.25,-0.65,0.8,2.08223129495477
250,0.5,0.25,-0.65,0.8,2.4232914421599645
250,0.5,0.25,-0.65,0.8,2.1549067217219866
250,0.5,0.25,-0.65,0.8,2.234542320659209
250,0.5,0.25,-0.65,0.8,2.2793045892607116
250,0.5,0.25,-0.65,0.8,2.202859522724341
250,0.5,0.25,-0.65,0.8,2.2285724271538134
250,0.5,0.25,-0.65,0.8,2.2611578634233247
250,0.5,0.25,-0.65,0.8,2.1144073844612326
250,0.5,0.25,-0.65,0.8,2.212948851144328
250,0.5,0.25,-0.65,0.8,2.1549496784420703
250,0.5,0.25,-0.65,0.8,2.193880915888146
250,0.5,0.25,-0.65,0.8,2.1510478225018805
250,0.5,0.25,-0.65,0.8,2.19253394920087
250,0.5,0.25,-0.65,0.8,2.15970721692928
250,0.5,0.25,-0.65,0.8,2.168074676271049
250,0.5,0.25,-0.65,0.8,2.250811052153063
250,0.5,0.25,-0.65,0.8,2.2560823726143426
250,0.5,0.25,-0.65,0.8,2.1760737635598115
250,0.5,0.25,-0.65,0.8,2.2851723884718527
250,0.5,0.25,-0.65,0.8,2.3672387661940006
250,0.5,0.25,-0.65,0.8,2.1428944522754745
250,0.5,0.25,-0.65,0.8,2.205007463990976
250,0.5,0.25,-0.65,0.8,2.344013921413135
250,0.5,0.25,-0.65,0.8,2.1890249576409224
250,0.5,0.25,-0.65,0.8,2.313693439691586
250,0.5,0.25,-0.65,0.8,2.292312726210666
250,0.5,0.25,-0.65,0.8,2.1229777753548085
250,0.5,0.25,-0.65,0.8,2.127725578836876
250,0.5,0.25,-0.65,0.8,2.13844673848038
250,0.5,0.25,-0.65,0.8,2.171657032557931
250,0.5,0.25,-0.65,0.8,2.2832372623259465
250,0.5,0.25,-0.65,0.8,2.239833774400644
250,0.5,0.25,-0.65,0.8,2.125608179467009
250,0.5,0.25,-0.65,0.8,2.28613641341259
250,0.5,0.25,-0.65,0.8,2.20838010024816
250,0.5,0.25,-0.65,0.8,2.310585732037265
250,0.5,0.25,-0.65,0.8,2.3047272813873967
250,0.5,0.25,-0.65,0.8,2.2405520219020074
250,0.5,0.25,-0.65,0.8,2.2455150157650894
250,0.5,0.25,-0.65,0.8,2.0967248428033938
250,0.5,0.25,-0.65,0.8,2.220343281354886
250,0.5,0.25,-0.65,0.8,2.1978834725277507
250,0.5,0.25,-0.65,0.8,2.2715241005041524
250,0.5,0.25,-0.65,0.8,2.1254102855923067
250,0.5,0.25,-0.65,0.8,2.2082634602966773
250,0.5,0.25,-0.65,0.8,2.10820997670188
250,0.5,0.25,-0.65,0.8,2.2786717417668663
250,0.5,0.25,-0.65,0.8,2.1743017551281687
250,0.5,0.25,-0.65,0.8,2.1772265406845133
250,0.5,0.25,-0.65,0.8,2.1471509318760695
250,0.5,0.25,-0.65,0.8,2.094048999124994
250,0.5,0.25,-0.65,0.8,2.173368312321838
250,0.5,0.25,-0.65,0.8,2.316591068899442
250,0.5,0.25,-0.65,0.8,2.207151937445398
250,0.5,0.25,-0.65,0.8,2.2994274922696047
250,0.5,0.25,-0.65,0.8,2.2449619600378115
250,0.5,0.25,-0.65,0.8,2.111283666940795
250,0.5,0.25,-0.65,0.8,2.327917209516897
250,0.5,0.25,-0.65,0.8,2.237135651207055
250,0.5,0.25,-0.65,0.8,2.1295337054755175
250,0.5,0.25,-0.65,0.8,2.2801201353495304
250,0.5,0.25,-0.65,0.8,2.200278190912466
250,0.5,0.25,-0.65,0.8,2.1394048623168347
250,0.5,0.25,-0.65,0.8,2.2742650227755905
250,0.5,0.25,-0.65,0.8,2.328471856890106
250,0.5,0.25,-0.65,0.8,2.2000994192583363
250,0.5,0.25,-0.65,0.8,2.1699200544702557
250,0.5,0.25,-0.65,0.8,2.1842455328019597
250,0.5,0.25,-0.65,0.8,2.2278813540022755
250,0.5,0.25,-0.65,0.8,2.1207458903633043
250,0.5,0.25,-0.65,0.8,2.221148932446099
250,0.5,0.25,-0.65,0.8500000000000001,1.8153250442192068
250,0.5,0.25,-0.65,0.8500000000000001,1.8917467352169168
250,0.5,0.25,-0.65,0.8500000000000001,1.8486622053602348
250,0.5,0.25,-0.65,0.8500000000000001,1.81943435537053
250,0.5,0.25,-0.65,0.8500000000000001,1.8362622908309436
250,0.5,0.25,-0.65,0.8500000000000001,1.7777550951482664
250,0.5,0.25,-0.65,0.8500000000000001,1.8698161598826823
250,0.5,0.25,-0.65,0.8500000000000001,1.8151064570399114
250,0.5,0.25,-0.65,0.8500000000000001,1.8216057832544692
250,0.5,0.25,-0.65,0.8500000000000001,1.840759486178343
250,0.5,0.25,-0.65,0.8500000000000001,1.8044158118204496
250,0.5,0.25,-0.65,0.8500000000000001,1.8727390843392664
250,0.5,0.25,-0.65,0.8500000000000001,1.806726926849783
250,0.5,0.25,-0.65,0.8500000000000001,1.8448779129374573
250,0.5,0.25,-0.65,0.8500000000000001,1.9261606650469012
250,0.5,0.25,-0.65,0.8500000000000001,1.9269325824876935
250,0.5,0.25,-0.65,0.8500000000000001,1.8346218867256565
250,0.5,0.25,-0.65,0.8500000000000001,1.78746468931413
250,0.5,0.25,-0.65,0.8500000000000001,1.7617124914283038
250,0.5,0.25,-0.65,0.8500000000000001,1.8121990997384099
250,0.5,0.25,-0.65,0.8500000000000001,1.813537028300131
250,0.5,0.25,-0.65,0.8500000000000001,1.8288376669127016
250,0.5,0.25,-0.65,0.8500000000000001,1.706202369196106
250,0.5,0.25,-0.65,0.8500000000000001,1.8615894556315689
250,0.5,0.25,-0.65,0.8500000000000001,1.7629312917192983
250,0.5,0.25,-0.65,0.8500000000000001,1.7616398312377328
250,0.5,0.25,-0.65,0.8500000000000001,1.8347360352399549
250,0.5,0.25,-0.65,0.8500000000000001,1.7996818709351465
250,0.5,0.25,-0.65,0.8500000000000001,1.7966306313065954
250,0.5,0.25,-0.65,0.8500000000000001,1.9204917203656529
250,0.5,0.25,-0.65,0.8500000000000001,1.8509918263815426
250,0.5,0.25,-0.65,0.8500000000000001,1.8309845290308138
250,0.5,0.25,-0.65,0.8500000000000001,1.826112037284758
250,0.5,0.25,-0.65,0.8500000000000001,1.7878991792281902
