size,connectance,sigma,mu_u,mu_l,Robs
250,0.5,0.25,-0.8,0.25,2.019132232984616
250,0.5,0.25,-0.8,0.25,1.999624581808399
250,0.5,0.25,-0.8,0.25,2.0133567729851856
250,0.5,0.25,-0.8,0.25,1.9258076566730107
250,0.5,0.25,-0.8,0.25,2.059125386583937
250,0.5,0.25,-0.8,0.25,2.117981426039102
250,0.5,0.25,-0.8,0.25,1.9952039101783805
250,0.5,0.25,-0.8,0.25,2.007994202338591
250,0.5,0.25,-0.8,0.25,1.9518869619009735
250,0.5,0.25,-0.8,0.25,2.098871212321779
250,0.5,0.25,-0.8,0.25,1.936232781653368
250,0.5,0.25,-0.8,0.25,1.9925607804827234
250,0.5,0.25,-0.8,0.25,1.9789045960423945
250,0.5,0.25,-0.8,0.25,2.041799810224791
250,0.5,0.25,-0.8,0.25,1.887611041473236
250,0.5,0.25,-0.8,0.25,1.910620578686215
250,0.5,0.25,-0.8,0.25,2.0237109466836873
250,0.5,0.25,-0.8,0.25,2.062895927736866
250,0.5,0.25,-0.8,0.25,2.066426635610083
250,0.5,0.25,-0.8,0.25,1.9164977604551807
250,0.5,0.25,-0.8,0.25,2.0399239326651664
250,0.5,0.25,-0.8,0.25,1.9282630979104416
250,0.5,0.25,-0.8,0.25,2.055615470017842
250,0.5,0.25,-0.8,0.25,1.9511665333653643
250,0.5,0.25,-0.8,0.25,1.9021105135385303
250,0.5,0.25,-0.8,0.25,1.8992666713376587
250,0.5,0.25,-0.8,0.25,1.912661080494445
250,0.5,0.25,-0.8,0.25,2.0056183513321466
250,0.5,0.25,-0.8,0.25,2.1179144298126427
250,0.5,0.25,-0.8,0.25,1.9804336931788626
250,0.5,0.25,-0.8,0.25,2.0251523007837204
250,0.5,0.25,-0.8,0.25,2.0173035819189593
250,0.5,0.25,-0.8,0.25,1.9876565053166144
250,0.5,0.25,-0.8,0.25,1.9933432139733873
250,0.5,0.25,-0.8,0.25,1.9303935484100396
250,0.5,0.25,-0.8,0.25,1.9206818052962527
250,0.5,0.25,-0.8,0.25,2.0343770988610466
250,0.5,0.25,-0.8,0.25,1.8138151412648023
250,0.5,0.25,-0.8,0.25,1.948673973279179
250,0.5,0.25,-0.8,0.25,1.9514374632216702
250,0.5,0.25,-0.8,0.25,1.9681772329264227
250,0.5,0.25,-0.8,0.25,2.0251601797518455
250,0.5,0.25,-0.8,0.25,2.0038563491143098
250,0.5,0.25,-0.8,0.25,1.9716878585409827
250,0.5,0.25,-0.8,0.25,1.9513475191825362
250,0.5,0.25,-0.8,0.25,2.0235815910534387
250,0.5,0.25,-0.8,0.25,2.060581018645933
250,0.5,0.25,-0.8,0.25,2.0847630720596486
250,0.5,0.25,-0.8,0.25,1.9481132026510761
250,0.5,0.25,-0.8,0.25,1.9231258073287543
250,0.5,0.25,-0.8,0.25,1.9757430036560968
250,0.5,0.25,-0.8,0.25,2.0529733208504894
250,0.5,0.25,-0.8,0.25,1.9196995299829034
250,0.5,0.25,-0.8,0.25,2.020340745216155
250,0.5,0.25,-0.8,0.25,1.8776521042965686
250,0.5,0.25,-0.8,0.25,1.9606485813308379
250,0.5,0.25,-0.8,0.25,1.7946290625935508
250,0.5,0.25,-0.8,0.25,2.0608696395532595
250,0.5,0.25,-0.8,0.25,2.0555955904513845
250,0.5,0.25,-0.8,0.25,2.0692665364839664
250,0.5,0.25,-0.8,0.25,2.0239869623094884
250,0.5,0.25,-0.8,0.3,2.3728323799565545
250,0.5,0.25,-0.8,0.3,2.4496675173651488
250,0.5,0.25,-0.8,0.3,2.1651290079282477
250,0.5,0.25,-0.8,0.3,2.331151746583742
250,0.5,0.25,-0.8,0.3,2.3197953971674314
250,0.5,0.25,-0.8,0.3,2.346489744574808
250,0.5,0.25,-0.8,0.3,2.3226889807891022
250,0.5,0.25,-0.8,0.3,2.326001404794608
250,0.5,0.25,-0.8,0.3,2.313956020326726
250,0.5,0.25,-0.8,0.3,2.294713570670883
250,0.5,0.25,-0.8,0.3,2.1595720003804506
250,0.5,0.25,-0.8,0.3,2.18179218269295
250,0.5,0.25,-0.8,0.3,2.1297265330120765
250,0.5,0.25,-0.8,0.3,2.284820372902667
250,0.5,0.25,-0.8,0.3,2.2534518655661926
250,0.5,0.25,-0.8,0.3,2.0775783342488765
250,0.5,0.25,-0.8,0.3,2.485068000720772
250,0.5,0.25,-0.8,0.3,2.1220597505447785
250,0.5,0.25,-0.8,0.3,2.3346458903412874
250,0.5,0.25,-0.8,0.3,2.1987995148157227
250,0.5,0.25,-0.8,0.3,2.271701286742518
250,0.5,0.25,-0.8,0.3,2.331016611837549
250,0.5,0.25,-0.8,0.3,2.3446876752790473
250,0.5,0.25,-0.8,0.3,2.2951043431461224
250,0.5,0.25,-0.8,0.3,2.364366259792506
250,0.5,0.25,-0.8,0.3,2.276693012968394
250,0.5,0.25,-0.8,0.3,2.324521913164193
250,0.5,0.25,-0.8,0.3,2.3291644093362383
250,0.5,0.25,-0.8,0.3,2.3047858541282817
250,0.5,0.25,-0.8,0.3,2.2226368542907897
250,0.5,0.25,-0.8,0.3,2.2487834020851376
250,0.5,0.25,-0.8,0.3,2.32362262379303
250,0.5,0.25,-0.8,0.3,2.2947847466941624
250,0.5,0.25,-0.8,0.3,2.2030167136035996
250,0.5,0.25,-0.8,0.3,2.1483559659499427
250,0.5,0.25,-0.8,0.3,2.235399309186365
250,0.5,0.25,-0.8,0.3,2.3622906645714803
250,0.5,0.25,-0.8,0.3,2.2496507646605135
250,0.5,0.25,-0.8,0.3,1.9553224960268933
250,0.5,0.25,-0.8,0.3,2.2268993152717904
250,0.5,0.25,-0.8,0.3,2.3700669420484544
250,0.5,0.25,-0.8,0.3,2.220143949998028
250,0.5,0.25,-0.8,0.3,2.2166201314942175
250,0.5,0.25,-0.8,0.3,2.2228203532077684
250,0.5,0.25,-0.8,0.3,2.270304686279932
250,0.5,0.25,-0.8,0.3,2.4003859511967383
250,0.5,0.25,-0.8,0.3,2.2949998252591097
250,0.5,0.25,-0.8,0.3,2.332396844459581
250,0.5,0.25,-0.8,0.3,2.3705632041502036
250,0.5,0.25,-0.8,0.3,2.371756467352828
250,0.5,0.25,-0.8,0.3,2.2488299039445643
250,0.5,0.25,-0.8,0.3,2.2402018447124123
250,0.5,0.25,-0.8,0.3,2.292595070810617
250,0.5,0.25,-0.8,0.3,2.1509570413306327
250,0.5,0.25,-0.8,0.3,2.393208751203266
250,0.5,0.25,-0.8,0.3,2.2649216217145587
250,0.5,0.25,-0.8,0.3,2.239010695098996
250,0.5,0.25,-0.8,0.3,2.329806197802076
250,0.5,0.25,-0.8,0.3,2.1079462596279237
250,0.5,0.25,-0.8,0.3,2.293087914326707
250,0.5,0.25,-0.8,0.3,2.3234083822299114
250,0.5,0.25,-0.8,0.3,2.375486748942348
250,0.5,0.25,-0.8,0.3,2.352317228889902
250,0.5,0.25,-0.8,0.3,2.164111973192788
250,0.5,0.25,-0.8,0.3,2.107209153115251
250,0.5,0.25,-0.8,0.3,2.2788251530708754
250,0.5,0.25,-0.8,0.3,2.3416206113869995
250,0.5,0.25,-0.8,0.3,2.242147088164161
250,0.5,0.25,-0.8,0.3,2.263875679280921
250,0.5,0.25,-0.8,0.3,2.2556758643466313
250,0.5,0.25,-0.8,0.3,2.3020250402803755
250,0.5,0.25,-0.8,0.3,2.1995368450225947
250,0.5,0.25,-0.8,0.3,2.313543703878572
250,0.5,0.25,-0.8,0.3,2.2512521515528117
250,0.5,0.25,-0.8,0.3,2.1864949153648685
250,0.5,0.25,-0.8,0.3,2.339878994186488
250,0.5,0.25,-0.8,0.3,2.279503346090963
250,0.5,0.25,-0.8,0.3,2.2305171451643253
250,0.5,0.25,-0.8,0.3,2.181921876213302
250,0.5,0.25,-0.8,0.3,2.3040155632633805
250,0.5,0.25,-0.8,0.3,2.2476943165944916
250,0.5,0.25,-0.8,0.3,2.2720194426435505
250,0.5,0.25,-0.8,0.3,2.335839362632837
250,0.5,0.25,-0.8,0.3,2.3170881584673455
250,0.5,0.25,-0.8,0.3,2.143771909774951
250,0.5,0.25,-0.8,0.3,2.335143500143437
250,0.5,0.25,-0.8,0.3,2.3393698103968403
250,0.5,0.25,-0.8,0.3,2.3481988744359676
250,0.5,0.25,-0.8,0.3,2.2618443631431826
250,0.5,0.25,-0.8,0.3,2.249838411080294
250,0.5,0.25,-0.8,0.3,2.1954405298050146
250,0.5,0.25,-0.8,0.3,2.323999347528796
250,0.5,0.25,-0.8,0.3,2.2448257985139284
250,0.5,0.25,-0.8,0.3,2.2219415367868054
250,0.5,0.25,-0.8,0.3,2.473971528777999
250,0.5,0.25,-0.8,0.3,2.3594048369266436
250,0.5,0.25,-0.8,0.3,2.1834438977554793
250,0.5,0.25,-0.8,0.3,2.2782539824531227
250,0.5,0.25,-0.8,0.3,2.3131868196147365
250,0.5,0.25,-0.8,0.3,2.28779341324632
250,0.5,0.25,-0.8,0.35000000000000003,2.4966942423418717
250,0.5,0.25,-0.8,0.35000000000000003,2.487131282871142
250,0.5,0.25,-0.8,0.35000000000000003,2.5800097416785652
250,0.5,0.25,-0.8,0.35000000000000003,2.654350336643526
250,0.5,0.25,-0.8,0.35000000000000003,2.5296176394125185
250,0.5,0.25,-0.8,0.35000000000000003,2.620398804355595
250,0.5,0.25,-0.8,0.35000000000000003,2.6783292910136893
250,0.5,0.25,-0.8,0.35000000000000003,2.871789043224002
250,0.5,0.25,-0.8,0.35000000000000003,2.748981165056257
250,0.5,0.25,-0.8,0.35000000000000003,2.5987504655804834
250,0.5,0.25,-0.8,0.35000000000000003,2.526408409789635
250,0.5,0.25,-0.8,0.35000000000000003,2.467405114609647
250,0.5,0.25,-0.8,0.35000000000000003,2.4488566281462663
250,0.5,0.25,-0.8,0.35000000000000003,2.6232724884819945
250,0.5,0.25,-0.8,0.35000000000000003,2.6239406404754453
250,0.5,0.25,-0.8,0.35000000000000003,2.6187931449076456
250,0.5,0.25,-0.8,0.35000000000000003,2.5435261541993515
250,0.5,0.25,-0.8,0.35000000000000003,2.5708224041947525
250,0.5,0.25,-0.8,0.35000000000000003,2.5539160450187377
250,0.5,0.25,-0.8,0.35000000000000003,2.6067489230985377
250,0.5,0.25,-0.8,0.35000000000000003,2.6104254396802236
250,0.5,0.25,-0.8,0.35000000000000003,2.4980893692466624
250,0.5,0.25,-0.8,0.35000000000000003,2.506369765998529
250,0.5,0.25,-0.8,0.35000000000000003,2.6993991873809837
250,0.5,0.25,-0.8,0.35000000000000003,2.6695698643194996
250,0.5,0.25,-0.8,0.35000000000000003,2.6811838182797514
250,0.5,0.25,-0.8,0.35000000000000003,2.509488651854308
250,0.5,0.25,-0.8,0.35000000000000003,2.5850419598762135
250,0.5,0.25,-0.8,0.35000000000000003,2.4950490397780167
250,0.5,0.25,-0.8,0.35000000000000003,2.602291310622218
250,0.5,0.25,-0.8,0.35000000000000003,2.6706216730268095
250,0.5,0.25,-0.8,0.35000000000000003,2.594019152681476
250,0.5,0.25,-0.8,0.35000000000000003,2.4503328387847887
250,0.5,0.25,-0.8,0.35000000000000003,2.624604465304499
250,0.5,0.25,-0.8,0.35000000000000003,2.562543962257371
250,0.5,0.25,-0.8,0.35000000000000003,2.631343528764368
250,0.5,0.25,-0.8,0.35000000000000003,2.6770214019653764
250,0.5,0.25,-0.8,0.35000000000000003,2.6377481055373284
250,0.5,0.25,-0.8,0.35000000000000003,2.4713063510447424
250,0.5,0.25,-0.8,0.35000000000000003,2.5157370364502607
250,0.5,0.25,-0.8,0.35000000000000003,2.4353866365514905
250,0.5,0.25,-0.8,0.35000000000000003,2.579596406363046
250,0.5,0.25,-0.8,0.35000000000000003,2.57907477064122
250,0.5,0.25,-0.8,0.35000000000000003,2.747345876873695
250,0.5,0.25,-0.8,0.35000000000000003,2.7270447643611644
250,0.5,0.25,-0.8,0.35000000000000003,2.5043719622178795
250,0.5,0.25,-0.8,0.35000000000000003,2.5366261790054145
250,0.5,0.25,-0.8,0.35000000000000003,2.51576174022984
250,0.5,0.25,-0.8,0.35000000000000003,2.570376906075499
250,0.5,0.25,-0.8,0.35000000000000003,2.6496207733987145
250,0.5,0.25,-0.8,0.35000000000000003,2.6492163858664552
250,0.5,0.25,-0.8,0.35000000000000003,2.7618743541051414
250,0.5,0.25,-0.8,0.35000000000000003,2.421970248685508
250,0.5,0.25,-0.8,0.35000000000000003,2.555299812469437
250,0.5,0.25,-0.8,0.35000000000000003,2.68902198985297
250,0.5,0.25,-0.8,0.35000000000000003,2.543558639400561
250,0.5,0.25,-0.8,0.35000000000000003,2.673024215083065
250,0.5,0.25,-0.8,0.35000000000000003,2.5316773272949846
250,0.5,0.25,-0.8,0.35000000000000003,2.632229380643254
250,0.5,0.25,-0.8,0.35000000000000003,2.885751629463825
250,0.5,0.25,-0.8,0.35000000000000003,2.592905076909453
250,0.5,0.25,-0.8,0.35000000000000003,2.624957911817259
250,0.5,0.25,-0.8,0.35000000000000003,2.4760819288631337
250,0.5,0.25,-0.8,0.35000000000000003,2.330626821042996
250,0.5,0.25,-0.8,0.35000000000000003,2.4972630819780948
250,0.5,0.25,-0.8,0.35000000000000003,2.617027413577104
250,0.5,0.25,-0.8,0.35000000000000003,2.5355637800863127
250,0.5,0.25,-0.8,0.35000000000000003,2.619622447780509
250,0.5,0.25,-0.8,0.35000000000000003,2.4599696415638648
250,0.5,0.25,-0.8,0.35000000000000003,2.7097142456351095
250,0.5,0.25,-0.8,0.35000000000000003,2.7194719702649666
250,0.5,0.25,-0.8,0.35000000000000003,2.411934480485908
250,0.5,0.25,-0.8,0.35000000000000003,2.5748099088315257
250,0.5,0.25,-0.8,0.35000000000000003,2.4424544232399104
250,0.5,0.25,-0.8,0.35000000000000003,2.4137876063801254
250,0.5,0.25,-0.8,0.35000000000000003,2.5269222312420276
250,0.5,0.25,-0.8,0.35000000000000003,2.665580304838423
250,0.5,0.25,-0.8,0.35000000000000003,2.7164130238022524
250,0.5,0.25,-0.8,0.35000000000000003,2.4731751878452126
250,0.5,0.25,-0.8,0.35000000000000003,2.2789796604872254
250,0.5,0.25,-0.8,0.35000000000000003,2.6762883620125697
250,0.5,0.25,-0.8,0.35000000000000003,2.45112051119442
250,0.5,0.25,-0.8,0.35000000000000003,2.5978167240087857
250,0.5,0.25,-0.8,0.35000000000000003,2.7776325419458505
250,0.5,0.25,-0.8,0.35000000000000003,2.446189701031877
250,0.5,0.25,-0.8,0.35000000000000003,2.4227819104153614
250,0.5,0.25,-0.8,0.35000000000000003,2.7049983015346593
250,0.5,0.25,-0.8,0.35000000000000003,2.6150714905519306
250,0.5,0.25,-0.8,0.35000000000000003,2.88125333964907
250,0.5,0.25,-0.8,0.35000000000000003,2.6386685570668598
250,0.5,0.25,-0.8,0.35000000000000003,2.5844496686755094
250,0.5,0.25,-0.8,0.35000000000000003,2.4644703252740516
250,0.5,0.25,-0.8,0.35000000000000003,2.7121365769741455
250,0.5,0.25,-0.8,0.35000000000000003,2.6457701662742688
250,0.5,0.25,-0.8,0.35000000000000003,2.434554356885967
250,0.5,0.25,-0.8,0.35000000000000003,2.551284373007772
250,0.5,0.25,-0.8,0.35000000000000003,2.752348975219817
250,0.5,0.25,-0.8,0.35000000000000003,2.5588463376033657
250,0.5,0.25,-0.8,0.35000000000000003,2.464055442880957
250,0.5,0.25,-0.8,0.35000000000000003,2.3997304422619785
250,0.5,0.25,-0.8,0.4,2.966234224006156
250,0.5,0.25,-0.8,0.4,3.04409553229249
250,0.5,0.25,-0.8,0.4,2.7473128669162885
250,0.5,0.25,-0.8,0.4,2.954196052553363
250,0.5,0.25,-0.8,0.4,2.956892056909192
250,0.5,0.25,-0.8,0.4,2.73367999860487
250,0.5,0.25,-0.8,0.4,2.9564109177349693
250,0.5,0.25,-0.8,0.4,2.8988990347933705
250,0.5,0.25,-0.8,0.4,2.999054769412059
250,0.5,0.25,-0.8,0.4,2.865843828244585
250,0.5,0.25,-0.8,0.4,3.040255353546024
250,0.5,0.25,-0.8,0.4,2.8698911954261632
250,0.5,0.25,-0.8,0.4,2.8886365484777192
250,0.5,0.25,-0.8,0.4,2.8337474244351126
250,0.5,0.25,-0.8,0.4,2.942566493532295
250,0.5,0.25,-0.8,0.4,2.965931722831487
250,0.5,0.25,-0.8,0.4,2.6575364851363785
250,0.5,0.25,-0.8,0.4,2.782046383574992
250,0.5,0.25,-0.8,0.4,2.76537667624992
250,0.5,0.25,-0.8,0.4,2.7427571137673024
250,0.5,0.25,-0.8,0.4,2.958567520050332
250,0.5,0.25,-0.8,0.4,2.8596486176149116
250,0.5,0.25,-0.8,0.4,2.678406750588688
250,0.5,0.25,-0.8,0.4,2.9071142388028886
250,0.5,0.25,-0.8,0.4,2.9426315095311373
250,0.5,0.25,-0.8,0.4,2.913063565644129
250,0.5,0.25,-0.8,0.4,2.7546680609351135
250,0.5,0.25,-0.8,0.4,2.7650730315818124
250,0.5,0.25,-0.8,0.4,3.0797484678870464
250,0.5,0.25,-0.8,0.4,2.943062617835057
250,0.5,0.25,-0.8,0.4,3.0539838678491953
250,0.5,0.25,-0.8,0.4,2.8733936290027215
250,0.5,0.25,-0.8,0.4,2.957431639102604
250,0.5,0.25,-0.8,0.4,3.0318231638338644
250,0.5,0.25,-0.8,0.4,2.9865507250656975
250,0.5,0.25,-0.8,0.4,2.716147821421442
250,0.5,0.25,-0.8,0.4,3.19438687919506
250,0.5,0.25,-0.8,0.4,2.7365678503601587
250,0.5,0.25,-0.8,0.4,2.939257749379403
250,0.5,0.25,-0.8,0.4,2.5815776766769694
250,0.5,0.25,-0.8,0.4,2.7291452443328432
250,0.5,0.25,-0.8,0.4,3.0264355357906814
250,0.5,0.25,-0.8,0.4,2.8007824980198888
250,0.5,0.25,-0.8,0.4,2.8217886772833927
250,0.5,0.25,-0.8,0.4,2.8475215503912423
250,0.5,0.25,-0.8,0.4,2.6567338711744632
250,0.5,0.25,-0.8,0.4,2.8675221239839837
250,0.5,0.25,-0.8,0.4,3.014095447357979
250,0.5,0.25,-0.8,0.4,2.862762131272483
250,0.5,0.25,-0.8,0.4,2.9114896882980505
250,0.5,0.25,-0.8,0.4,2.9085338651714476
250,0.5,0.25,-0.8,0.4,3.137481617951755
250,0.5,0.25,-0.8,0.4,2.8730353963769684
250,0.5,0.25,-0.8,0.4,3.017038031451274
250,0.5,0.25,-0.8,0.4,3.0196128772814945
250,0.5,0.25,-0.8,0.4,2.9681403423079367
250,0.5,0.25,-0.8,0.4,3.105680810202708
250,0.5,0.25,-0.8,0.4,2.9642012692925537
250,0.5,0.25,-0.8,0.4,2.8764322263027147
250,0.5,0.25,-0.8,0.4,2.8154725449577587
250,0.5,0.25,-0.8,0.4,2.784475673981396
250,0.5,0.25,-0.8,0.4,2.722827802115338
250,0.5,0.25,-0.8,0.4,2.862626341780319
250,0.5,0.25,-0.8,0.4,2.943718868185521
250,0.5,0.25,-0.8,0.4,3.156033099276477
250,0.5,0.25,-0.8,0.4,2.9726369056658175
250,0.5,0.25,-0.8,0.4,2.7654398086131082
250,0.5,0.25,-0.8,0.4,2.984852392908432
250,0.5,0.25,-0.8,0.4,2.761124571748363
250,0.5,0.25,-0.8,0.4,2.7018725395055663
250,0.5,0.25,-0.8,0.4,2.881801557367288
250,0.5,0.25,-0.8,0.4,2.6873376607680206
250,0.5,0.25,-0.8,0.4,2.604426741643194
250,0.5,0.25,-0.8,0.4,2.813186443777192
250,0.5,0.25,-0.8,0.4,2.7032930777497866
250,0.5,0.25,-0.8,0.4,2.9172640430926458
250,0.5,0.25,-0.8,0.4,2.7856790735405905
250,0.5,0.25,-0.8,0.4,2.851127845814976
250,0.5,0.25,-0.8,0.4,2.735394915468249
250,0.5,0.25,-0.8,0.4,2.8859928821576566
250,0.5,0.25,-0.8,0.4,2.894365510705172
250,0.5,0.25,-0.8,0.4,3.00514603451307
250,0.5,0.25,-0.8,0.4,2.6873042077645097
250,0.5,0.25,-0.8,0.4,2.955536058430147
250,0.5,0.25,-0.8,0.4,2.7395600887969644
250,0.5,0.25,-0.8,0.4,2.884300313086072
250,0.5,0.25,-0.8,0.4,2.727527380674524
250,0.5,0.25,-0.8,0.4,3.0994924847001464
250,0.5,0.25,-0.8,0.4,2.7421718615371584
250,0.5,0.25,-0.8,0.4,2.82740218947987
250,0.5,0.25,-0.8,0.4,3.1905216361359274
250,0.5,0.25,-0.8,0.4,2.869742156391
250,0.5,0.25,-0.8,0.4,2.8768575067485855
250,0.5,0.25,-0.8,0.4,2.884067858075041
250,0.5,0.25,-0.8,0.4,2.9755916856019007
250,0.5,0.25,-0.8,0.4,2.7090466469683383
250,0.5,0.25,-0.8,0.4,3.0018473858608545
250,0.5,0.25,-0.8,0.4,2.990110930087285
250,0.5,0.25,-0.8,0.4,2.9943726220915727
250,0.5,0.25,-0.8,0.4,2.6413250254780154
250,0.5,0.25,-0.8,0.45,3.1605672326515513
250,0.5,0.25,-0.8,0.45,3.3794147832291292
250,0.5,0.25,-0.8,0.45,3.3775705699461835
250,0.5,0.25,-0.8,0.45,3.166323574129047
250,0.5,0.25,-0.8,0.45,3.109565951909054
250,0.5,0.25,-0.8,0.45,3.26808709010717
250,0.5,0.25,-0.8,0.45,3.3315429236695513
250,0.5,0.25,-0.8,0.45,3.2020625019317737
250,0.5,0.25,-0.8,0.45,3.20551467063844
250,0.5,0.25,-0.8,0.45,3.1969933412798035
250,0.5,0.25,-0.8,0.45,3.2730470641513274
250,0.5,0.25,-0.8,0.45,3.288308125538215
250,0.5,0.25,-0.8,0.45,3.1836698532604006
250,0.5,0.25,-0.8,0.45,3.2658578837444163
250,0.5,0.25,-0.8,0.45,3.066938887514748
250,0.5,0.25,-0.8,0.45,3.2293105337827193
250,0.5,0.25,-0.8,0.45,3.2881313330441158
250,0.5,0.25,-0.8,0.45,3.324829057864061
250,0.5,0.25,-0.8,0.45,3.1177907375383005
250,0.5,0.25,-0.8,0.45,3.402739936194319
250,0.5,0.25,-0.8,0.45,3.2843772253556387
250,0.5,0.25,-0.8,0.45,3.0908198623197727
250,0.5,0.25,-0.8,0.45,3.1892639747113765
250,0.5,0.25,-0.8,0.45,3.189438957254806
250,0.5,0.25,-0.8,0.45,3.0453159334380726
250,0.5,0.25,-0.8,0.45,3.2193809909273585
250,0.5,0.25,-0.8,0.45,3.194680802179791
250,0.5,0.25,-0.8,0.45,3.1483407424738643
250,0.5,0.25,-0.8,0.45,3.2863165594467154
250,0.5,0.25,-0.8,0.45,3.3266758138792323
250,0.5,0.25,-0.8,0.45,3.288145348402108
250,0.5,0.25,-0.8,0.45,3.214791174972494
250,0.5,0.25,-0.8,0.45,3.0970520511892388
250,0.5,0.25,-0.8,0.45,3.284842667453666
250,0.5,0.25,-0.8,0.45,3.0856459239082774
250,0.5,0.25,-0.8,0.45,3.3393716742550814
250,0.5,0.25,-0.8,0.45,3.163082247981477
250,0.5,0.25,-0.8,0.45,3.343726706505977
250,0.5,0.25,-0.8,0.45,3.1109960950205062
250,0.5,0.25,-0.8,0.45,3.250619716065319
250,0.5,0.25,-0.8,0.45,2.7627151730882002
250,0.5,0.25,-0.8,0.45,2.971909565796808
250,0.5,0.25,-0.8,0.45,2.9171835688650587
250,0.5,0.25,-0.8,0.45,3.4204216363722724
250,0.5,0.25,-0.8,0.45,3.4113532270303493
250,0.5,0.25,-0.8,0.45,3.2478476641530274
250,0.5,0.25,-0.8,0.45,3.2540400674348806
250,0.5,0.25,-0.8,0.45,3.0876365266235886
250,0.5,0.25,-0.8,0.45,3.1324441190242576
250,0.5,0.25,-0.8,0.45,3.1308116689728087
250,0.5,0.25,-0.8,0.45,3.2687437191448074
250,0.5,0.25,-0.8,0.45,3.178515954668094
250,0.5,0.25,-0.8,0.45,3.145439089562571
250,0.5,0.25,-0.8,0.45,3.2218168110818213
250,0.5,0.25,-0.8,0.45,3.1522808287876036
250,0.5,0.25,-0.8,0.45,3.1203618757313634
250,0.5,0.25,-0.8,0.45,3.2478025114120315
250,0.5,0.25,-0.8,0.45,3.219064819103521
250,0.5,0.25,-0.8,0.45,3.3190245710322928
250,0.5,0.25,-0.8,0.45,3.4824987624593016
250,0.5,0.25,-0.8,0.45,3.2432157648251083
250,0.5,0.25,-0.8,0.45,3.3080037358946335
250,0.5,0.25,-0.8,0.45,3.297545068002126
250,0.5,0.25,-0.8,0.45,3.339661395005478
250,0.5,0.25,-0.8,0.45,2.956044949386277
250,0.5,0.25,-0.8,0.45,3.3515684566307176
250,0.5,0.25,-0.8,0.45,3.248617249303925
250,0.5,0.25,-0.8,0.45,2.9690637152319135
250,0.5,0.25,-0.8,0.45,3.1388714584852937
250,0.5,0.25,-0.8,0.45,3.211452248043848
250,0.5,0.25,-0.8,0.45,3.071199703170104
250,0.5,0.25,-0.8,0.45,3.146434928354358
250,0.5,0.25,-0.8,0.45,2.8838258342783
250,0.5,0.25,-0.8,0.45,3.2609380201029703
250,0.5,0.25,-0.8,0.45,3.32148211908456
250,0.5,0.25,-0.8,0.45,3.156463686229306
250,0.5,0.25,-0.8,0.45,3.2669315607164777
250,0.5,0.25,-0.8,0.45,3.092908142404886
250,0.5,0.25,-0.8,0.45,3.227641857762092
250,0.5,0.25,-0.8,0.45,3.0653548697147412
250,0.5,0.25,-0.8,0.45,2.978476184018753
250,0.5,0.25,-0.8,0.45,3.1698624305303946
250,0.5,0.25,-0.8,0.45,3.1238536967602344
250,0.5,0.25,-0.8,0.45,3.210788005391671
250,0.5,0.25,-0.8,0.45,3.007674588600671
250,0.5,0.25,-0.8,0.45,3.1225799677418813
250,0.5,0.25,-0.8,0.45,3.230893587434768
250,0.5,0.25,-0.8,0.45,3.145662042603293
250,0.5,0.25,-0.8,0.45,3.527913905106807
250,0.5,0.25,-0.8,0.45,3.1499246190657293
250,0.5,0.25,-0.8,0.45,3.3556527098315403
250,0.5,0.25,-0.8,0.45,3.2120289267675006
250,0.5,0.25,-0.8,0.45,3.332840117748285
250,0.5,0.25,-0.8,0.45,3.1853592936761324
250,0.5,0.25,-0.8,0.45,3.146031579589909
250,0.5,0.25,-0.8,0.45,3.3222627688549786
250,0.5,0.25,-0.8,0.45,3.2414677647707677
250,0.5,0.25,-0.8,0.45,3.2435209720404434
250,0.5,0.25,-0.8,0.45,3.086522982044705
250,0.5,0.25,-0.8,0.45,3.3727877983597456
250,0.5,0.25,-0.8,0.5,3.5682658953953927
250,0.5,0.25,-0.8,0.5,3.668604055768325
250,0.5,0.25,-0.8,0.5,3.768584063704008
250,0.5,0.25,-0.8,0.5,3.492798486237646
250,0.5,0.25,-0.8,0.5,3.1746434769186296
250,0.5,0.25,-0.8,0.5,3.529058003503431
250,0.5,0.25,-0.8,0.5,3.5424306084304185
250,0.5,0.25,-0.8,0.5,3.537203360848024
250,0.5,0.25,-0.8,0.5,3.478716335873024
250,0.5,0.25,-0.8,0.5,3.8017289646215024
250,0.5,0.25,-0.8,0.5,3.5567108781047736
250,0.5,0.25,-0.8,0.5,3.4224646147234763
250,0.5,0.25,-0.8,0.5,3.4479573863909283
250,0.5,0.25,-0.8,0.5,3.6683065998749176
250,0.5,0.25,-0.8,0.5,3.5011725982997186
250,0.5,0.25,-0.8,0.5,3.6243624088599953
250,0.5,0.25,-0.8,0.5,3.5618938958611333
250,0.5,0.25,-0.8,0.5,3.4211077596406723
250,0.5,0.25,-0.8,0.5,3.61738113557928
250,0.5,0.25,-0.8,0.5,3.499318501884691
250,0.5,0.25,-0.8,0.5,3.537200057627848
250,0.5,0.25,-0.8,0.5,3.44790323966897
250,0.5,0.25,-0.8,0.5,3.657418055208403
250,0.5,0.25,-0.8,0.5,3.5603756926190404
250,0.5,0.25,-0.8,0.5,3.5223851969822983
250,0.5,0.25,-0.8,0.5,3.4538863287425245
250,0.5,0.25,-0.8,0.5,3.484621235145476
