connectance,sigma,mu,rho,Va,Pa,Rmax
0.1,0.5,-0.975,-0.9652499999999999,0.11055625000000001,0.555599525128611,1
0.1,0.5,-0.975,-0.9405,0.11055625000000001,0.5611962236418113,1
0.1,0.5,-0.975,-0.91575,0.11055625000000001,0.5667929221550115,1
0.1,0.5,-0.975,-0.891,0.11055625000000001,0.5723896206682119,1
0.1,0.5,-0.975,-0.86625,0.11055625000000001,0.5779863191814122,1
0.1,0.5,-0.975,-0.8414999999999999,0.11055625000000001,0.5835830176946125,1
0.1,0.5,-0.975,-0.81675,0.11055625000000001,0.5891797162078128,1
0.1,0.5,-0.975,-0.792,0.11055625000000001,0.5947764147210131,1
0.1,0.5,-0.975,-0.76725,0.11055625000000001,0.6003731132342134,1
0.1,0.5,-0.975,-0.7424999999999999,0.11055625000000001,0.6059698117474137,1
0.1,0.5,-0.975,-0.71775,0.11055625000000001,0.6115665102606139,1
0.1,0.5,-0.975,-0.693,0.11055625000000001,0.6171632087738143,1
0.1,0.5,-0.975,-0.66825,0.11055625000000001,0.6227599072870146,1
0.1,0.5,-0.975,-0.6435,0.11055625000000001,0.6283566058002148,1
0.1,0.5,-0.975,-0.6187499999999999,0.11055625000000001,0.6339533043134151,1
0.1,0.5,-0.975,-0.594,0.11055625000000001,0.6395500028266154,1
0.1,0.5,-0.975,-0.56925,0.11055625000000001,0.6451467013398157,1
0.1,0.5,-0.975,-0.5445,0.11055625000000001,0.650743399853016,1
0.1,0.5,-0.975,-0.5197499999999999,0.11055625000000001,0.6563400983662162,1
0.1,0.5,-0.975,-0.495,0.11055625000000001,0.6619367968794165,1
0.1,0.5,-0.975,-0.47024999999999995,0.11055625000000001,0.6675334953926169,1
0.1,0.5,-0.975,-0.4455,0.11055625000000001,0.6731301939058172,1
0.1,0.5,-0.975,-0.42074999999999996,0.11055625000000001,0.6787268924190175,1
0.1,0.5,-0.975,-0.3959999999999999,0.11055625000000001,0.6843235909322177,1
0.1,0.5,-0.975,-0.37124999999999997,0.11055625000000001,0.6899202894454181,1
0.1,0.5,-0.975,-0.3464999999999999,0.11055625000000001,0.6955169879586184,1
0.1,0.5,-0.975,-0.32175,0.11055625000000001,0.7011136864718187,1
0.1,0.5,-0.975,-0.29699999999999993,0.11055625000000001,0.706710384985019,1
0.1,0.5,-0.975,-0.27225,0.11055625000000001,0.7123070834982193,1
0.1,0.5,-0.975,-0.24749999999999994,0.11055625000000001,0.7179037820114195,1
0.1,0.5,-0.975,-0.22275,0.11055625000000001,0.7235004805246198,1
0.1,0.5,-0.975,-0.19799999999999995,0.11055625000000001,0.7290971790378201,1
0.1,0.5,-0.975,-0.1732499999999999,0.11055625000000001,0.7346938775510204,1
0.1,0.5,-0.975,-0.14849999999999997,0.11055625000000001,0.7402905760642208,1
0.1,0.5,-0.975,-0.12374999999999992,0.11055625000000001,0.745887274577421,1
0.1,0.5,-0.975,-0.09899999999999998,0.11055625000000001,0.7514839730906212,1
0.1,0.5,-0.975,-0.07424999999999993,0.11055625000000001,0.7570806716038215,1
0.1,0.5,-0.975,-0.04949999999999999,0.11055625000000001,0.7626773701170219,1
0.1,0.5,-0.975,-0.02474999999999994,0.11055625000000001,0.7682740686302222,1
0.1,0.5,-0.975,0,0.11055625000000001,0.7738707671434225,1
0.1,0.5,-0.975,0.02475000000000005,0.11055625000000001,0.7794674656566227,1
0.1,0.5,-0.975,0.0495000000000001,0.11055625000000001,0.785064164169823,1
0.1,0.5,-0.975,0.07425000000000015,0.11055625000000001,0.7906608626830234,1
0.1,0.5,-0.975,0.09899999999999998,0.11055625000000001,0.7962575611962237,1
0.1,0.5,-0.975,0.12375000000000003,0.11055625000000001,0.801854259709424,1
0.1,0.5,-0.975,0.14850000000000008,0.11055625000000001,0.8074509582226242,1
0.1,0.5,-0.975,0.17325000000000013,0.11055625000000001,0.8130476567358246,1
0.1,0.5,-0.975,0.19800000000000018,0.11055625000000001,0.8186443552490249,1
0.1,0.5,-0.975,0.22275,0.11055625000000001,0.8242410537622251,1
0.1,0.5,-0.975,0.24750000000000005,0.11055625000000001,0.8298377522754254,1
0.1,0.5,-0.975,0.2722500000000001,0.11055625000000001,0.8354344507886258,1
0.1,0.5,-0.975,0.29700000000000015,0.11055625000000001,0.841031149301826,1
0.1,0.5,-0.975,0.32175,0.11055625000000001,0.8466278478150262,1
0.1,0.5,-0.975,0.34650000000000003,0.11055625000000001,0.8522245463282265,1
0.1,0.5,-0.975,0.3712500000000001,0.11055625000000001,0.8578212448414269,1
0.1,0.5,-0.975,0.39600000000000013,0.11055625000000001,0.8634179433546272,1
0.1,0.5,-0.975,0.4207500000000002,0.11055625000000001,0.8690146418678275,1
0.1,0.5,-0.975,0.4455,0.11055625000000001,0.8746113403810277,1
0.1,0.5,-0.975,0.47025000000000006,0.11055625000000001,0.880208038894228,1
0.1,0.5,-0.975,0.4950000000000001,0.11055625000000001,0.8858047374074284,1
0.1,0.5,-0.975,0.5197500000000002,0.11055625000000001,0.8914014359206287,1
0.1,0.5,-0.975,0.5445,0.11055625000000001,0.896998134433829,1
0.1,0.5,-0.975,0.56925,0.11055625000000001,0.9025948329470292,1
0.1,0.5,-0.975,0.5940000000000001,0.11055625000000001,0.9081915314602296,1
0.1,0.5,-0.975,0.6187500000000001,0.11055625000000001,0.9137882299734299,1
0.1,0.5,-0.975,0.6435000000000002,0.11055625000000001,0.9193849284866302,1
0.1,0.5,-0.975,0.66825,0.11055625000000001,0.9249816269998306,1
0.1,0.5,-0.975,0.6930000000000001,0.11055625000000001,0.9305783255130307,1
0.1,0.5,-0.975,0.7177500000000001,0.11055625000000001,0.9361750240262311,1
0.1,0.5,-0.975,0.7425000000000002,0.11055625000000001,0.9417717225394312,1
0.1,0.5,-0.975,0.76725,0.11055625000000001,0.9473684210526315,1
0.1,0.5,-0.975,0.792,0.11055625000000001,0.9529651195658319,1
0.1,0.5,-0.975,0.8167500000000001,0.11055625000000001,0.9585618180790322,1
0.1,0.5,-0.975,0.8415000000000001,0.11055625000000001,0.9641585165922324,1
0.1,0.5,-0.975,0.8662500000000002,0.11055625000000001,0.9697552151054327,1
0.1,0.5,-0.975,0.891,0.11055625000000001,0.975351913618633,1
0.1,0.5,-0.975,0.9157500000000001,0.11055625000000001,0.9809486121318334,1
0.1,0.5,-0.975,0.9405000000000001,0.11055625000000001,0.9865453106450337,1
0.1,0.5,-0.975,0.9652500000000002,0.11055625000000001,0.9921420091582339,1
0.1,0.5,-0.975,0.99,0.11055625000000001,0.9977387076714342,1
0.1,0.5,-0.95,-0.99,0.10622500000000001,0.5316545069428101,1
0.1,0.5,-0.95,-0.9652499999999999,0.10622500000000001,0.5374794069192751,1
0.1,0.5,-0.95,-0.9405,0.10622500000000001,0.54330430689574,1
0.1,0.5,-0.95,-0.91575,0.10622500000000001,0.5491292068722051,1
0.1,0.5,-0.95,-0.891,0.10622500000000001,0.5549541068486702,1
0.1,0.5,-0.95,-0.86625,0.10622500000000001,0.5607790068251353,1
0.1,0.5,-0.95,-0.8414999999999999,0.10622500000000001,0.5666039068016003,1
0.1,0.5,-0.95,-0.81675,0.10622500000000001,0.5724288067780654,1
0.1,0.5,-0.95,-0.792,0.10622500000000001,0.5782537067545304,1
0.1,0.5,-0.95,-0.76725,0.10622500000000001,0.5840786067309954,1
0.1,0.5,-0.95,-0.7424999999999999,0.10622500000000001,0.5899035067074605,1
0.1,0.5,-0.95,-0.71775,0.10622500000000001,0.5957284066839256,1
0.1,0.5,-0.95,-0.693,0.10622500000000001,0.6015533066603906,1
0.1,0.5,-0.95,-0.66825,0.10622500000000001,0.6073782066368557,1
0.1,0.5,-0.95,-0.6435,0.10622500000000001,0.6132031066133208,1
0.1,0.5,-0.95,-0.6187499999999999,0.10622500000000001,0.6190280065897859,1
0.1,0.5,-0.95,-0.594,0.10622500000000001,0.6248529065662508,1
0.1,0.5,-0.95,-0.56925,0.10622500000000001,0.6306778065427159,1
0.1,0.5,-0.95,-0.5445,0.10622500000000001,0.636502706519181,1
0.1,0.5,-0.95,-0.5197499999999999,0.10622500000000001,0.642327606495646,1
0.1,0.5,-0.95,-0.495,0.10622500000000001,0.648152506472111,1
0.1,0.5,-0.95,-0.47024999999999995,0.10622500000000001,0.653977406448576,1
0.1,0.5,-0.95,-0.4455,0.10622500000000001,0.6598023064250411,1
0.1,0.5,-0.95,-0.42074999999999996,0.10622500000000001,0.6656272064015062,1
0.1,0.5,-0.95,-0.3959999999999999,0.10622500000000001,0.6714521063779713,1
0.1,0.5,-0.95,-0.37124999999999997,0.10622500000000001,0.6772770063544363,1
0.1,0.5,-0.95,-0.3464999999999999,0.10622500000000001,0.6831019063309014,1
0.1,0.5,-0.95,-0.32175,0.10622500000000001,0.6889268063073664,1
0.1,0.5,-0.95,-0.29699999999999993,0.10622500000000001,0.6947517062838314,1
0.1,0.5,-0.95,-0.27225,0.10622500000000001,0.7005766062602965,1
0.1,0.5,-0.95,-0.24749999999999994,0.10622500000000001,0.7064015062367616,1
0.1,0.5,-0.95,-0.22275,0.10622500000000001,0.7122264062132265,1
0.1,0.5,-0.95,-0.19799999999999995,0.10622500000000001,0.7180513061896916,1
0.1,0.5,-0.95,-0.1732499999999999,0.10622500000000001,0.7238762061661567,1
0.1,0.5,-0.95,-0.14849999999999997,0.10622500000000001,0.7297011061426217,1
0.1,0.5,-0.95,-0.12374999999999992,0.10622500000000001,0.7355260061190868,1
0.1,0.5,-0.95,-0.09899999999999998,0.10622500000000001,0.7413509060955519,1
0.1,0.5,-0.95,-0.07424999999999993,0.10622500000000001,0.747175806072017,1
0.1,0.5,-0.95,-0.04949999999999999,0.10622500000000001,0.7530007060484819,1
0.1,0.5,-0.95,-0.02474999999999994,0.10622500000000001,0.758825606024947,1
0.1,0.5,-0.95,0,0.10622500000000001,0.764650506001412,1
0.1,0.5,-0.95,0.02475000000000005,0.10622500000000001,0.7704754059778771,1
0.1,0.5,-0.95,0.0495000000000001,0.10622500000000001,0.7763003059543422,1
0.1,0.5,-0.95,0.07425000000000015,0.10622500000000001,0.7821252059308073,1
0.1,0.5,-0.95,0.09899999999999998,0.10622500000000001,0.7879501059072722,1
0.1,0.5,-0.95,0.12375000000000003,0.10622500000000001,0.7937750058837372,1
0.1,0.5,-0.95,0.14850000000000008,0.10622500000000001,0.7995999058602022,1
0.1,0.5,-0.95,0.17325000000000013,0.10622500000000001,0.8054248058366673,1
0.1,0.5,-0.95,0.19800000000000018,0.10622500000000001,0.8112497058131324,1
0.1,0.5,-0.95,0.22275,0.10622500000000001,0.8170746057895975,1
0.1,0.5,-0.95,0.24750000000000005,0.10622500000000001,0.8228995057660625,1
0.1,0.5,-0.95,0.2722500000000001,0.10622500000000001,0.8287244057425276,1
0.1,0.5,-0.95,0.29700000000000015,0.10622500000000001,0.8345493057189927,1
0.1,0.5,-0.95,0.32175,0.10622500000000001,0.8403742056954577,1
0.1,0.5,-0.95,0.34650000000000003,0.10622500000000001,0.8461991056719228,1
0.1,0.5,-0.95,0.3712500000000001,0.10622500000000001,0.8520240056483879,1
0.1,0.5,-0.95,0.39600000000000013,0.10622500000000001,0.8578489056248529,1
0.1,0.5,-0.95,0.4207500000000002,0.10622500000000001,0.863673805601318,1
0.1,0.5,-0.95,0.4455,0.10622500000000001,0.869498705577783,1
0.1,0.5,-0.95,0.47025000000000006,0.10622500000000001,0.8753236055542479,1
0.1,0.5,-0.95,0.4950000000000001,0.10622500000000001,0.881148505530713,1
0.1,0.5,-0.95,0.5197500000000002,0.10622500000000001,0.8869734055071781,1
0.1,0.5,-0.95,0.5445,0.10622500000000001,0.892798305483643,1
0.1,0.5,-0.95,0.56925,0.10622500000000001,0.8986232054601081,1
0.1,0.5,-0.95,0.5940000000000001,0.10622500000000001,0.9044481054365732,1
0.1,0.5,-0.95,0.6187500000000001,0.10622500000000001,0.9102730054130382,1
0.1,0.5,-0.95,0.6435000000000002,0.10622500000000001,0.9160979053895033,1
0.1,0.5,-0.95,0.66825,0.10622500000000001,0.9219228053659684,1
0.1,0.5,-0.95,0.6930000000000001,0.10622500000000001,0.9277477053424334,1
0.1,0.5,-0.95,0.7177500000000001,0.10622500000000001,0.9335726053188985,1
0.1,0.5,-0.95,0.7425000000000002,0.10622500000000001,0.9393975052953636,1
0.1,0.5,-0.95,0.76725,0.10622500000000001,0.9452224052718287,1
0.1,0.5,-0.95,0.792,0.10622500000000001,0.9510473052482937,1
0.1,0.5,-0.95,0.8167500000000001,0.10622500000000001,0.9568722052247587,1
0.1,0.5,-0.95,0.8415000000000001,0.10622500000000001,0.9626971052012238,1
0.1,0.5,-0.95,0.8662500000000002,0.10622500000000001,0.9685220051776888,1
0.1,0.5,-0.95,0.891,0.10622500000000001,0.9743469051541539,1
0.1,0.5,-0.95,0.9157500000000001,0.10622500000000001,0.9801718051306187,1
0.1,0.5,-0.95,0.9405000000000001,0.10622500000000001,0.985996705107084,1
0.1,0.5,-0.95,0.9652500000000002,0.10622500000000001,0.9918216050835489,1
0.1,0.5,-0.95,0.99,0.10622500000000001,0.997646505060014,1
0.1,0.5,-0.925,-0.99,0.10200625000000002,0.5122847864714172,1
0.1,0.5,-0.925,-0.9652499999999999,0.10200625000000002,0.5183505912627903,1
0.1,0.5,-0.925,-0.9405,0.10200625000000002,0.5244163960541633,1
0.1,0.5,-0.925,-0.91575,0.10200625000000002,0.5304822008455364,1
0.1,0.5,-0.925,-0.891,0.10200625000000002,0.5365480056369095,1
0.1,0.5,-0.925,-0.86625,0.10200625000000002,0.5426138104282826,1
0.1,0.5,-0.925,-0.8414999999999999,0.10200625000000002,0.5486796152196557,1
0.1,0.5,-0.925,-0.81675,0.10200625000000002,0.5547454200110288,1
0.1,0.5,-0.925,-0.792,0.10200625000000002,0.5608112248024019,1
0.1,0.5,-0.925,-0.76725,0.10200625000000002,0.566877029593775,1
0.1,0.5,-0.925,-0.7424999999999999,0.10200625000000002,0.572942834385148,1
0.1,0.5,-0.925,-0.71775,0.10200625000000002,0.579008639176521,1
0.1,0.5,-0.925,-0.693,0.10200625000000002,0.5850744439678941,1
0.1,0.5,-0.925,-0.66825,0.10200625000000002,0.5911402487592672,1
0.1,0.5,-0.925,-0.6435,0.10200625000000002,0.5972060535506404,1
0.1,0.5,-0.925,-0.6187499999999999,0.10200625000000002,0.6032718583420135,1
0.1,0.5,-0.925,-0.594,0.10200625000000002,0.6093376631333866,1
0.1,0.5,-0.925,-0.56925,0.10200625000000002,0.6154034679247595,1
0.1,0.5,-0.925,-0.5445,0.10200625000000002,0.6214692727161326,1
0.1,0.5,-0.925,-0.5197499999999999,0.10200625000000002,0.6275350775075057,1
0.1,0.5,-0.925,-0.495,0.10200625000000002,0.6336008822988788,1
0.1,0.5,-0.925,-0.47024999999999995,0.10200625000000002,0.6396666870902519,1
0.1,0.5,-0.925,-0.4455,0.10200625000000002,0.645732491881625,1
0.1,0.5,-0.925,-0.42074999999999996,0.10200625000000002,0.651798296672998,1
0.1,0.5,-0.925,-0.3959999999999999,0.10200625000000002,0.6578641014643711,1
0.1,0.5,-0.925,-0.37124999999999997,0.10200625000000002,0.6639299062557442,1
0.1,0.5,-0.925,-0.3464999999999999,0.10200625000000002,0.6699957110471173,1
0.1,0.5,-0.925,-0.32175,0.10200625000000002,0.6760615158384904,1
0.1,0.5,-0.925,-0.29699999999999993,0.10200625000000002,0.6821273206298635,1
0.1,0.5,-0.925,-0.27225,0.10200625000000002,0.6881931254212365,1
0.1,0.5,-0.925,-0.24749999999999994,0.10200625000000002,0.6942589302126095,1
0.1,0.5,-0.925,-0.22275,0.10200625000000002,0.7003247350039826,1
0.1,0.5,-0.925,-0.19799999999999995,0.10200625000000002,0.7063905397953557,1
0.1,0.5,-0.925,-0.1732499999999999,0.10200625000000002,0.7124563445867288,1
0.1,0.5,-0.925,-0.14849999999999997,0.10200625000000002,0.7185221493781019,1
0.1,0.5,-0.925,-0.12374999999999992,0.10200625000000002,0.724587954169475,1
0.1,0.5,-0.925,-0.09899999999999998,0.10200625000000002,0.7306537589608479,1
0.1,0.5,-0.925,-0.07424999999999993,0.10200625000000002,0.736719563752221,1
0.1,0.5,-0.925,-0.04949999999999999,0.10200625000000002,0.7427853685435941,1
0.1,0.5,-0.925,-0.02474999999999994,0.10200625000000002,0.7488511733349672,1
0.1,0.5,-0.925,0,0.10200625000000002,0.7549169781263403,1
0.1,0.5,-0.925,0.02475000000000005,0.10200625000000002,0.7609827829177134,1
0.1,0.5,-0.925,0.0495000000000001,0.10200625000000002,0.7670485877090865,1
0.1,0.5,-0.925,0.07425000000000015,0.10200625000000002,0.7731143925004595,1
0.1,0.5,-0.925,0.09899999999999998,0.10200625000000002,0.7791801972918326,1
0.1,0.5,-0.925,0.12375000000000003,0.10200625000000002,0.7852460020832057,1
0.1,0.5,-0.925,0.14850000000000008,0.10200625000000002,0.7913118068745788,1
0.1,0.5,-0.925,0.17325000000000013,0.10200625000000002,0.7973776116659519,1
0.1,0.5,-0.925,0.19800000000000018,0.10200625000000002,0.8034434164573251,1
0.1,0.5,-0.925,0.22275,0.10200625000000002,0.8095092212486981,1
0.1,0.5,-0.925,0.24750000000000005,0.10200625000000002,0.8155750260400711,1
0.1,0.5,-0.925,0.2722500000000001,0.10200625000000002,0.8216408308314442,1
0.1,0.5,-0.925,0.29700000000000015,0.10200625000000002,0.8277066356228173,1
0.1,0.5,-0.925,0.32175,0.10200625000000002,0.8337724404141903,1
0.1,0.5,-0.925,0.34650000000000003,0.10200625000000002,0.8398382452055634,1
0.1,0.5,-0.925,0.3712500000000001,0.10200625000000002,0.8459040499969365,1
0.1,0.5,-0.925,0.39600000000000013,0.10200625000000002,0.8519698547883096,1
0.1,0.5,-0.925,0.4207500000000002,0.10200625000000002,0.8580356595796826,1
0.1,0.5,-0.925,0.4455,0.10200625000000002,0.8641014643710557,1
0.1,0.5,-0.925,0.47025000000000006,0.10200625000000002,0.8701672691624288,1
0.1,0.5,-0.925,0.4950000000000001,0.10200625000000002,0.8762330739538019,1
0.1,0.5,-0.925,0.5197500000000002,0.10200625000000002,0.882298878745175,1
0.1,0.5,-0.925,0.5445,0.10200625000000002,0.8883646835365481,1
0.1,0.5,-0.925,0.56925,0.10200625000000002,0.8944304883279212,1
0.1,0.5,-0.925,0.5940000000000001,0.10200625000000002,0.9004962931192942,1
0.1,0.5,-0.925,0.6187500000000001,0.10200625000000002,0.9065620979106673,1
0.1,0.5,-0.925,0.6435000000000002,0.10200625000000002,0.9126279027020404,1
0.1,0.5,-0.925,0.66825,0.10200625000000002,0.9186937074934134,1
0.1,0.5,-0.925,0.6930000000000001,0.10200625000000002,0.9247595122847865,1
0.1,0.5,-0.925,0.7177500000000001,0.10200625000000002,0.9308253170761596,1
0.1,0.5,-0.925,0.7425000000000002,0.10200625000000002,0.9368911218675327,1
0.1,0.5,-0.925,0.76725,0.10200625000000002,0.9429569266589056,1
0.1,0.5,-0.925,0.792,0.10200625000000002,0.9490227314502787,1
0.1,0.5,-0.925,0.8167500000000001,0.10200625000000002,0.9550885362416518,1
0.1,0.5,-0.925,0.8415000000000001,0.10200625000000002,0.9611543410330249,1
0.1,0.5,-0.925,0.8662500000000002,0.10200625000000002,0.967220145824398,1
0.1,0.5,-0.925,0.891,0.10200625000000002,0.9732859506157711,1
0.1,0.5,-0.925,0.9157500000000001,0.10200625000000002,0.9793517554071441,1
0.1,0.5,-0.925,0.9405000000000001,0.10200625000000002,0.9854175601985172,1
0.1,0.5,-0.925,0.9652500000000002,0.10200625000000002,0.9914833649898903,1
0.1,0.5,-0.925,0.99,0.10200625000000002,0.9975491697812634,1
0.1,0.5,-0.9,-0.99,0.09790000000000001,0.4918283963227784,1
0.1,0.5,-0.9,-0.9652499999999999,0.09790000000000001,0.4981486210418795,1
0.1,0.5,-0.9,-0.9405,0.09790000000000001,0.5044688457609806,1
0.1,0.5,-0.9,-0.91575,0.09790000000000001,0.5107890704800817,1
0.1,0.5,-0.9,-0.891,0.09790000000000001,0.5171092951991829,1
0.1,0.5,-0.9,-0.86625,0.09790000000000001,0.523429519918284,1
0.1,0.5,-0.9,-0.8414999999999999,0.09790000000000001,0.5297497446373851,1
0.1,0.5,-0.9,-0.81675,0.09790000000000001,0.5360699693564863,1
0.1,0.5,-0.9,-0.792,0.09790000000000001,0.5423901940755874,1
0.1,0.5,-0.9,-0.76725,0.09790000000000001,0.5487104187946885,1
0.1,0.5,-0.9,-0.7424999999999999,0.09790000000000001,0.5550306435137897,1
0.1,0.5,-0.9,-0.71775,0.09790000000000001,0.5613508682328907,1
0.1,0.5,-0.9,-0.693,0.09790000000000001,0.5676710929519918,1
0.1,0.5,-0.9,-0.66825,0.09790000000000001,0.573991317671093,1
0.1,0.5,-0.9,-0.6435,0.09790000000000001,0.5803115423901941,1
0.1,0.5,-0.9,-0.6187499999999999,0.09790000000000001,0.5866317671092952,1
0.1,0.5,-0.9,-0.594,0.09790000000000001,0.5929519918283964,1
0.1,0.5,-0.9,-0.56925,0.09790000000000001,0.5992722165474974,1
0.1,0.5,-0.9,-0.5445,0.09790000000000001,0.6055924412665985,1
0.1,0.5,-0.9,-0.5197499999999999,0.09790000000000001,0.6119126659856997,1
0.1,0.5,-0.9,-0.495,0.09790000000000001,0.6182328907048008,1
0.1,0.5,-0.9,-0.47024999999999995,0.09790000000000001,0.624553115423902,1
