run,Rmax,Robs,size,connectance,sigma,mu,obs,pred,Rho
95,1.3,1.2795501322574696,250,0.6192727661691606,0.461515746556111,0.08835267322137952,0.03286747085331764,0.03394088383651356,0.5758657955634356
96,1.3,1.2952379718797822,250,0.3733808563556522,0.4216655648177661,-0.3093936094082892,0.27035707400371306,0.26497972850773494,0.10753487874099239
97,1.3,1.329685769236276,250,0.26612459192983806,0.2256682267588866,-0.15178206469863653,0.2576818510521094,0.2508641375904679,0.17664066293891534
98,1.3,1.3200330802495273,250,0.9981980193406343,0.167855691230921,-0.08206318831071258,0.2456295311916533,0.25323068911959334,0.16517308730237432
99,1.3,1.3224499897393258,250,0.09403081983327866,0.4336214712104661,-0.14717910485342145,0.2693172702979233,0.25117572372708064,0.15904943753304207
100,1.3,1.2964553994835446,250,0.989370686467737,0.1576622442391595,-0.9919936219230294,0.25262585723941633,0.2549296706216176,0.13726314155984257
1,1.4,1.4135172266815026,250,0.5764823181089014,0.2466184967511711,-0.004088225774466991,0.30555973220278404,0.33320593307640767,0.1118295710167814
2,1.4,1.5611371062431991,250,0.042030365439131856,0.3550960997376388,-0.1070666154846549,0.3520996957289465,0.3336368932892592,0.15954330283417023
3,1.4,1.3933998172500686,250,0.48531804978847504,0.3015927943384019,-0.30499870562925935,0.34388746714483526,0.33949863913011785,0.08238723344319498
4,1.4,1.4052423713642634,250,0.8427939775865525,0.378655332625901,-0.33308783173561096,0.3363161381244723,0.348278449247366,0.07596331100281528
5,1.4,1.4228763206343689,250,0.6428558183833957,0.2612787567599283,-0.31415488198399544,0.35773888101732043,0.33939864721822655,0.08987136653710931
6,1.4,1.393788688895975,250,0.98379503400065,0.3140302421854081,-0.5015927939675748,0.3739990053346975,0.3444429382404788,0.07467449809237205
7,1.4,1.375651017481791,250,0.36600975738838315,0.16294985724603128,-0.08698975527659059,0.3173143200184709,0.3298125287623189,0.16618193102712522
8,1.4,1.3939738568032232,250,0.6941660717129707,0.16123751837871705,-0.1617941870354116,0.36184737513825416,0.33075564754411235,0.11942341607577954
9,1.4,1.400039103184962,250,0.9575590018648654,0.25498178079493716,-0.12891936488449574,0.3586667174465673,0.33875053163417523,0.09617530345597004
10,1.4,1.4339651061997125,250,0.14271344989538193,0.18859549447351878,-0.045281996950507164,0.3119404283980798,0.3342997233268409,0.20018254166439695
11,1.4,1.4214487293412703,250,0.8739752059336752,0.4720493809217143,0.062226113863289356,0.03197435513444137,0.03186787086990639,0.3799491992356667
12,1.4,1.3352171700080404,250,0.8795870575122535,0.343767785541757,-0.7025400381535292,0.3595615128052896,0.35020625492209645,0.06637663619132418
13,1.4,1.6003437459037424,250,0.020832556067034602,0.4383710549854439,-0.13486068090423942,0.3733637570871648,0.33618766627883995,0.15542499457749007
14,1.4,1.3858118471089211,250,0.6799142265226692,0.31741182028486575,-0.3672218322753906,0.3742489290608005,0.3440251050419337,0.07930822335765651
15,1.4,1.3314700578315375,250,0.7379653179086745,0.4672241160009343,0.0947944694198668,0.03665423227343393,0.03713687293606308,0.6862140849010666
16,1.4,1.7721411169390293,250,0.7547770550008863,0.3503272871005166,0.04692994989454746,0.03205316699956626,0.026891911308568456,0.3434993666458379
17,1.4,1.3736395009435876,250,0.925334500381723,0.3614534275383884,-0.11346434149891138,0.3607450038644398,0.3468475074882129,0.0757286888913739
18,1.4,1.3450918225921553,250,0.7606502913404256,0.12461086963107605,-0.12771464698016644,0.34778013914623146,0.329579845565385,0.14961110530314953
19,1.4,1.603516934978658,250,0.06518910732120275,0.338623438385964,-0.08996135462075472,0.3696436911355604,0.3312918478356512,0.11583824428705117
20,1.4,1.4367291543882699,250,0.4336433643475175,0.39376763688694094,-0.3445641133002937,0.3332921459001006,0.34384845901772215,0.08397844695103682
21,1.4,1.516904269244322,250,0.06405425746925175,0.4426503313135592,-0.27069246117025614,0.33433274847278405,0.3297216740289372,0.10478542732410721
22,1.4,1.4187210199387235,250,0.8038055947981775,0.28425531748754324,-0.14341915305703878,0.3476698747079386,0.3396448407850891,0.1025848615875119
23,1.4,1.4449347511534494,250,0.3139322865754366,0.2827637940345394,0.03137696674093604,0.3495933587922028,0.34204879197727694,0.2770256878927382
24,1.4,1.3689792315566922,250,0.5555603010579944,0.39473365943628486,-0.0282698143273592,0.36750881442604794,0.3425266736036107,0.07903726298752463
25,1.4,1.4246282700110542,250,0.6956451756414026,0.15257261450251025,0.006481021177023649,0.3260108906088732,0.3295915021435504,0.13076673932227337
26,1.4,1.4552051683954572,250,0.2390992173459381,0.36857244911030956,0.030862359795719385,0.3288806894294513,0.33133051798762836,0.10802698770767943
27,1.4,1.3635701698994247,250,0.9357475258875638,0.2394341894180773,-0.18577653216198087,0.32360144416769665,0.3374518524801147,0.10237259425214068
28,1.4,1.3510426037610284,250,0.9080966501496732,0.26944544502702866,-0.5324374199844897,0.31881202908903206,0.34289113071268246,0.08997308009942817
29,1.4,1.7754866771632376,250,0.032801761757582426,0.452221489805489,-0.2107015852816403,0.37608271020574885,0.33118995903283377,0.08366505868404536
30,1.4,1.388410256267642,250,0.8945368265267462,0.26407247400899275,-0.5289082978852093,0.36378332525659796,0.3428135465989421,0.08199559773556378
31,1.4,1.3944689639735726,250,0.08780932705849409,0.15859751463754737,0.0027275108732283115,0.31517240421411036,0.34279516590442405,0.3552241231052468
32,1.4,1.4186326465351222,250,0.8039815516676754,0.32503920336156855,-0.44683912256732583,0.3555335523206353,0.3462646128522884,0.07783314621029586
33,1.4,1.3469230288143728,250,0.9672744758427143,0.37950882917727347,0.08418900799006224,0.04135117013177724,0.04230690611047057,0.8026664660137364
34,1.4,1.6942011961991144,250,0.7499467711895704,0.2860373708814831,0.02755747688934207,0.22229211841854005,0.22126190308037036,0.28015015433542223
35,1.4,1.348600839120595,250,0.960512651829049,0.2646022283881437,-0.807634636759758,0.33992009412430735,0.3432424681450662,0.07503509480817291
36,1.4,1.4268981183820615,250,0.2815670676063746,0.13989723572872692,-0.007898158859461546,0.33244751434567144,0.3339942823863816,0.19575550286482382
37,1.4,1.369350311803931,250,0.6756567596457899,0.2730280456799315,-0.1726704342290759,0.32678452430324056,0.3376586220719308,0.10133449904497865
38,1.4,1.3964898352800288,250,0.9833839593920857,0.2159935300203044,-0.9050458213314414,0.32522452700508836,0.33810858366582397,0.08896533011534079
39,1.4,1.3604528547148529,250,0.6157473686616868,0.39813348341229216,-0.40936920838430524,0.3608582657425731,0.34844203857070194,0.06156491214443833
40,1.4,1.4101228953251568,250,0.9367296297568828,0.3634981063565209,-0.40011088317260146,0.34980704365729354,0.34803428216414684,0.06855587551730617
41,1.4,1.3536397125916488,250,0.9184687009546906,0.34798819528949543,-0.6724882703274488,0.3464263426463157,0.34917826400209045,0.07228652015068007
42,1.4,1.418217720050089,250,0.9498623053077608,0.20261010979516042,-0.31061482103541493,0.3392375724320227,0.33505447689460394,0.11343470626700021
43,1.4,1.3584552490320534,250,0.745566479396075,0.48719163409466865,0.13166295737028122,0.0474702462949129,0.04570433250449335,0.7534028706590765
44,1.4,1.3527315070333639,250,0.9960188500117511,0.17056885287179896,-0.6733669242821634,0.3235671636519871,0.33226351857774333,0.11664257395432313
45,1.4,1.2790438143649132,250,0.43737110518850386,0.27703444402633154,-0.1522925845347345,0.31429990684857395,0.33410090213694715,0.12126278893134776
46,1.4,1.3902659399401285,250,0.8683879398740828,0.3012893295829619,-0.3590688966214657,0.3330221278300613,0.34345321595381145,0.09091223530847961
47,1.4,1.3732372152638788,250,0.439884313615039,0.44211252405522405,-0.2692207540385425,0.320397282848155,0.3447517469186053,0.07512756496033572
48,1.4,1.3444393164830286,250,0.669885935029015,0.3747640505179663,-0.03814900293946266,0.34938660434211505,0.34357441050372034,0.08344837333277276
49,1.4,1.408708570194191,250,0.2573835786897689,0.4511717373395814,-0.19632962625473738,0.33908333347444997,0.3381829571672502,0.09029302882392967
50,1.4,1.4127472196217834,250,0.5578804947435856,0.27091030369806385,-0.15155107155442238,0.3501625478598646,0.3356479224649406,0.11606465693897094
51,1.4,1.4845674290066764,250,0.091436673887074,0.4666765734062005,-0.279496428091079,0.3454386672597116,0.33132504387027994,0.09710223023121584
52,1.4,1.3688828620927362,250,0.8057093352545053,0.37719916176734597,0.06555295549333096,0.03544902956013089,0.0333827247067458,0.6060972710625667
53,1.4,1.3678182475011613,250,0.45735835074447095,0.29655735044341525,-0.284769494086504,0.3334056601658283,0.33827385513882874,0.1116418805508554
54,1.4,1.247410927564677,250,0.751494076102972,0.48828633634907587,0.11113680712878704,0.040220389130052533,0.04087224494480143,0.7467498692256251
55,1.4,1.4064201197304942,250,0.8100706038530916,0.42701828209003406,-0.10991745768114924,0.3803890512284102,0.34959137168700005,0.07806321549814417
56,1.4,1.4418464145013083,250,0.9619289541151375,0.2520110476502498,-0.29216146655380726,0.3344660895008811,0.3389744909684375,0.08981593120132682
57,1.4,1.4044013170116276,250,0.603849291568622,0.1406756442070586,-0.05547317862510681,0.33713485505656615,0.32967620378747575,0.1463602128148612
58,1.4,1.2751114492022821,250,0.9906647803727537,0.47518905557824664,0.05406415741890669,0.02689964658835365,0.030086623607003433,0.43128447297457884
59,1.4,1.60853068667675,250,0.462636501993984,0.47071559471428376,0.04138553934171796,0.28366007840014806,0.30283202076591503,0.12340763520282928
60,1.4,1.34638212736259,250,0.5707892789505422,0.3873270369641043,-0.11230550846084952,0.315748750886047,0.3427834138116552,0.07814694794063251
61,1.4,1.3816171128103107,250,0.8382465220056474,0.2751999582368669,-0.3735869540832937,0.33496338792871544,0.3418706760752758,0.08726424296352599
62,1.4,1.3581654233056173,250,0.8142886396963149,0.46328353260476113,-0.4566685473546386,0.3461523685701091,0.35397384781428837,0.06260003385363494
63,1.4,1.3563756064756425,250,0.41184550686739385,0.1733596753320473,-0.11984306154772639,0.323205678375271,0.32962695598568104,0.13900526269561764
64,1.4,1.7784357071395638,250,0.5692947157658637,0.4151470145478556,0.08520435960963368,0.037756075469249216,0.03244312994080784,0.5253175018546267
65,1.4,1.3798176201594434,250,0.7839468927122653,0.40216473498040284,-0.31990807317197323,0.3139346317732502,0.34911478413160657,0.0651139218521365
66,1.4,1.622853355175795,250,0.6641820264048874,0.39262386049727666,0.03853407362475991,0.12461752764995707,0.12216241238426769,0.22501331429540838
67,1.4,1.5515113570156702,250,0.9892663010396063,0.3675657835820415,0.0566806560382247,0.03792252311744119,0.03515323215549424,0.40084242526589875
68,1.4,1.4385793491494687,250,0.17687323805876076,0.42822824702341766,-0.2772076362743974,0.3588285225262166,0.3350341382579522,0.09891123732525353
69,1.4,1.3504876566110855,250,0.20259898528456688,0.37290192427437285,-0.15053548431023955,0.3104336661404688,0.3325009195738692,0.12184534774618896
70,1.4,1.3314069007056115,250,0.8609095038846135,0.4983777981050663,0.05210439674556255,0.0250904049887982,0.026461525874432994,0.3470861737064443
71,1.4,1.510011785308834,250,0.8897398319095373,0.3197560632292063,0.03700878983363509,0.029479914748295418,0.02573381483560378,0.3351040797968842
72,1.4,1.3645789345525035,250,0.3132865766528994,0.3984915217830206,-0.2565360935404897,0.3120466289235927,0.3389383752494269,0.09998400369277186
73,1.4,1.3772413553127563,250,0.9331592563539743,0.15031607486132534,-0.3053685910999775,0.3099329328554059,0.3314244524373131,0.12579116670529442
74,1.4,1.3339560750856754,250,0.8260250992607325,0.22647834104536857,-0.2341962642967701,0.2909538758666156,0.3363652201308266,0.0968129624565523
75,1.4,1.330599243777322,250,0.6199107763823122,0.47344396501219455,0.13559005735442042,0.04381854408943439,0.04297338519562102,0.7725563982622518
76,1.4,1.5030351453986357,250,0.8730332448612899,0.46710809371238937,0.10025661531835794,0.04587974613796869,0.04399333802134889,0.468100193520453
77,1.4,1.5994555954376333,250,0.6948294665198773,0.41736343914098184,0.0701887016184628,0.0364221429738797,0.03270938189257734,0.38368974039285736
78,1.4,1.5364969752853452,250,0.03104931698180735,0.3822414700827899,0.05637421552091837,0.3890904141702632,0.34081560284987394,0.21541987383284605
79,1.4,1.3814106231184273,250,0.48352195019833744,0.3545812678349241,-0.36263954918831587,0.33131796891806536,0.34347739584313663,0.07946615115913606
80,1.4,1.4847446228665173,250,0.12134662037715316,0.23896219777391833,-0.12706062477082014,0.36660757098601277,0.33086515553887785,0.1262395847182973
81,1.4,1.5067765485081817,250,0.4059839751571417,0.4848968207307419,0.1404498848132789,0.04076090675632328,0.03551219809555723,0.571435025096931
82,1.4,1.3787409880511954,250,0.6409128017257899,0.3561288592896014,-0.43056780425831676,0.36210137570780804,0.34709195145998767,0.07290392372760697
83,1.4,1.3444116522809548,250,0.7271190732717514,0.2757566070658768,-0.19531300105154514,0.34650270585020565,0.33873715607255916,0.09173591299420351
84,1.4,1.362871211946111,250,0.9224243960343301,0.15881212085298843,-0.28865628503262997,0.34673191018761185,0.3319093645494123,0.1213941456680397
85,1.4,1.4048836661983604,250,0.30694216676056385,0.42343486038595335,-0.23534625675529242,0.3498428389822211,0.3394163663289224,0.08877263579123798
86,1.4,1.4380434789261267,250,0.06270567793399096,0.4474940671674983,-0.01177787035703659,0.3194715070203501,0.32967565545510097,0.14179993166533902
87,1.4,1.3692207736477078,250,0.8024738219100982,0.3695000425454545,-0.3311582552269101,0.35994451032192926,0.34741846813419885,0.07879435733882262
88,1.4,1.585907208405958,250,0.04208236560225487,0.3595040751367618,-0.01345817930996418,0.3661237676699454,0.3341053631794692,0.13873218610248056
89,1.4,1.468654336573239,250,0.17131523694843054,0.4945675369972548,-0.1614029803313315,0.33014888288248484,0.33544180591255374,0.10023351576972123
90,1.4,1.5979880965070021,250,0.7849055293481797,0.4191102124137503,0.05241626687347889,0.028321935468797098,0.026371816844957412,0.4094600506260803
91,1.4,1.3717485298842016,250,0.18873645178973675,0.34890826739758024,-0.21904437663033605,0.3270885541816289,0.33216504354455606,0.1090317884674321
92,1.4,1.3495511233610524,250,0.5866932347416878,0.45621806286160393,0.12976442743092775,0.03991889940665141,0.04102571819071452,0.7483481859491629
93,1.4,1.375771106288573,250,0.838786777574569,0.1334523546132632,-0.1983714336529374,0.34991394268584164,0.33017567581263807,0.13078835839581943
94,1.4,1.407705826881978,250,0.7575677547138184,0.3348637089722541,-0.5075453626923263,0.33587228455285195,0.3479490419240253,0.07652655773264236
95,1.4,1.4300426372355934,250,0.28938057529740036,0.2791736390701049,-0.011305840220302343,0.35408252184544614,0.3305429311387687,0.12229597416108
96,1.4,1.3974596726548716,250,0.813419688725844,0.2603913209177734,-0.3705144342966378,0.34586902486852267,0.34090309193123725,0.08897611599527078
97,1.4,1.360518971339397,250,0.9609755261335522,0.2715883878280413,-0.9530199593864381,0.34142759289412333,0.34491961463037424,0.08551516588564637
98,1.4,1.5117696504163949,250,0.544680257095024,0.43461898115315584,0.08171674190089107,0.033249755850650736,0.03046884361091154,0.5095137076962826
99,1.4,1.5169047477190252,250,0.9552549745421857,0.36208862835441186,0.02143037971109152,0.29615666568141685,0.29299336845491497,0.1339845432296035
100,1.4,1.3628218557595038,250,0.8639711299911141,0.20329735725856046,-0.2332141543738544,0.31879342114627884,0.3347262938665878,0.1094163080541709
