sigma,mu,rho,Va,Pa,Rmax,Robs,Rho
0.5035844112280756,-0.10512169217690825,0.2442329991608858,0.12956127215749794,0.2603482628753984,0.8776452501561098,0.886028033972397,0.930989802610005
0.11858663544990122,0.1967363441362977,-0.31214762944728136,0.016707692329692825,0.4477855966394832,0.32397854169597307,0.3584809168174336,0.999999108783729
0.4251667531207204,-0.21693509886972606,0.0879529775120318,0.10214859326001224,0.19300018130295565,0.8577270328901406,0.8633839420468145,0.9020407496630205
0.38333489024080336,-0.2651078565977514,0.27340480824932456,0.09104336294542785,0.413631095005225,0.8708710514077853,0.8855176665857477,0.927460949551296
0.8183292818721384,0.39776770188473165,0.1634331657551229,0.37438619295035,0.25181842906057794,0.940765796202519,1.3954310731199364,0.9299828968341237
0.4165926235727966,-0.019007676281034946,-0.11994274309836328,0.08686502994703406,-0.11877821785063912,1.0209592836633052,1.0096957906580641,0.8883492334348656
0.27080208365805447,-0.2294462202116847,-0.4830481761600822,0.049828276249129194,-0.0913232388493236,0.9155346862916841,0.9166550650789637,0.927555923915887
0.4846948040649295,-0.31937329028733075,0.13411849504336715,0.14296435118100911,0.2885613778363445,0.8851039061390233,0.8637180586232324,0.8704367722189063
0.329329228727147,0.21288797119632363,0.021502061979845166,0.06555919251703043,0.19061178339290946,0.4367704424607555,0.4470014560626853,0.9999887265775002
0.8641060378868133,-0.393796359654516,-0.4997133507858962,0.41210851557551065,-0.35862860111756656,1.8362541951944904,1.736799429350243,0.16440041415057208
0.6834490566980094,0.3256369223818183,-0.22155066463164985,0.260061157855275,-0.09702946835822616,0.42720833203654524,0.4994666150598118,0.9999558414262438
0.9744511777535081,-0.3864461334887892,0.31541088386438787,0.5121127024347083,0.36532028784709125,0.939204314868871,0.9187661718218842,0.8243626456547638
