size,connectance,sigma,mu_u,mu_l,rho,Robs,Rho
250,0.5,0.14378876006230712,-0.10584743227809668,0.20448846090584993,0,0.7842100641512822,0.9915235722937771
250,0.5,0.11005941196344793,-0.02183581271674484,0.4694304032018408,0,0.24985735132300352,0.9999999566781569
250,0.5,0.24971435766201466,-0.42092225910164416,0.4290675229858607,0,2.4131428353285385,0.038885843592709336
250,0.5,0.09048987424466759,-0.44012916868086904,0.23738119553308934,0,3.0248094548480706,0.06357773633633264
250,0.5,0.4445236352039501,-0.1444643709110096,0.08201736444607377,0,0.8862967054243787,0.9263977188883686
250,0.5,0.04112541861832142,-0.4371118191629648,0.05704477266408503,0,1.2520536581343202,0.5372868520957591
250,0.5,0.24202398164197803,-0.21458792849443853,0.032865907298401,0,0.81237647795108,0.9679089398442005
250,0.5,0.11734084784984589,-0.038748217397369444,0.03350816946476698,0,0.6033971537396603,0.9977972320638714
250,0.5,0.1631916470360011,-0.09498560568317771,0.06676908279769123,0,0.8707890070652516,0.9812248644138878
250,0.5,0.16204005316831172,-0.4761056781280786,0.020886772545054555,0,0.8707919050333857,0.9688013585176499
250,0.5,0.23430285102222115,-0.45804866263642907,0.012594902073033154,0,0.8188997134955625,0.9533098274918009
250,0.5,0.05651084042619914,-0.38497889623977244,0.22318794252350926,0,3.111767558793969,0.10155244707909078
250,0.5,0.3145580516429618,-0.008578281849622726,0.4843801319366321,0,0.6095249599592232,0.9991986262257577
250,0.5,0.09967561846133322,-0.0029296167194843292,0.44622595643159,0,0.2877356892549414,0.9999999027859233
250,0.5,0.3445107825100422,-0.08371399226598442,0.052780512371100485,0,0.8575154612370733,0.9366343770194999
250,0.5,0.4582081889966503,-0.4203244876116514,0.32803052000235766,0,1.3836524218869812,0.5968294138403363
250,0.5,0.20138900016900152,-0.21820933383423835,0.42857330082915723,0,0.7471832156272246,0.9928129580231239
250,0.5,0.2794040433363989,-0.4178882339037955,0.2141791133908555,0,1.4197419631867028,0.4562969486420797
250,0.5,0.36939893441740423,-0.4996577863348648,0.34385895100422204,0,1.611846707460641,0.24661777559420917
250,0.5,0.4501141005894169,-0.45564309309702367,0.22389479237608612,0,1.3087100629731043,0.6397771186890975
250,0.5,0.06158621120266616,-0.07048015901818871,0.030624805600382388,0,0.6098904710264302,0.999315480145243
250,0.5,0.478204253828153,-0.1282321943435818,0.37636914232280105,0,0.8972181705023,0.9466060709457824
250,0.5,0.14859550551045686,-0.3456899095326662,0.2148441063473001,0,1.9151454244541188,0.10439573552580295
250,0.5,0.27247811818961054,-0.1643350898521021,0.21499239560216665,0,1.1115540359554055,0.8537304302765921
250,0.5,0.26330936478916556,-0.2695192826213315,0.33301548031158745,0,1.5167880216412335,0.31894699015866745
250,0.5,0.3474043303867802,-0.4236074687214568,0.2799051282927394,0,1.5704217462403742,0.39976699826731954
250,0.5,0.21836763457395136,-0.4696418715175241,0.029786532279103994,0,0.8679637779135789,0.9545793429794369
250,0.5,0.2324241594178602,-0.16207751003094018,0.4866508417762816,0,0.5550722258931027,0.9997312009161785
250,0.5,0.03786780184600502,-0.12090551783330739,0.4876282257027924,0,0.37622727617864693,0.9999950645862088
250,0.5,0.3655120958574116,-0.47625962598249316,0.1792847056640312,0,1.1878294148865545,0.7535499451743156
250,0.5,0.29689237812999636,-0.1473338914802298,0.14686539373360574,0,0.949001041717206,0.9292102554311349
250,0.5,0.07335272862110287,-0.36128868989180773,0.212429728358984,0,2.6607318507657745,0.09247378558416604
250,0.5,0.4424647082341835,-0.2033814248861745,0.3549545012647286,0,1.0974117333291213,0.7870074416982253
250,0.5,0.3567910621641204,-0.1255151991499588,0.16082472947891802,0,0.8866729054590474,0.938297264852798
250,0.5,0.09744937613140792,-0.20231417787726969,0.4058712610276416,0,0.7217083320255263,0.9969950464018195
250,0.5,0.2921008897246793,-0.14276894240174443,0.1397221692604944,0,0.9538128223491442,0.9429174346358395
250,0.5,0.4561144574545324,-0.27106508519500494,0.4422430827980861,0,1.2634286976707323,0.706863240927835
250,0.5,0.2853333493694663,-0.1470519577851519,0.3193439143942669,0,0.8685835058969327,0.976823191342757
250,0.5,0.4647359731607139,-0.3891017130808905,0.3672909263987094,0,1.3530420006147168,0.5838273654066792
250,0.5,0.07176030636765063,-0.11750923132058233,0.01785456668585539,0,0.603888383204957,0.9987773014389764
250,0.5,0.20763354504015297,-0.4965254219714552,0.13143875217065215,0,1.3489589520204917,0.5245367608021478
250,0.5,0.14759448007680476,-0.39787833811715245,0.013063750579021871,0,0.7801578399970979,0.9770696824017102
250,0.5,0.45994040509685874,-0.014365317882038653,0.25665284728165716,0,1.1311794292449637,0.798992354636448
250,0.5,0.36920936463866383,-0.4846442531561479,0.3444372672820464,0,1.7367940358857943,0.2324364394508477
250,0.5,0.38238827988971025,-0.4107783359941095,0.1688459200086072,0,1.114144207934481,0.8016394433813756
250,0.5,0.2000682856887579,-0.24123163393232971,0.39974457130301744,0,0.9675334067132093,0.9320355150911044
250,0.5,0.11238045070786029,-0.44003785820677876,0.07056457083672285,0,1.1631852872979696,0.744588242130754
250,0.5,0.17515101132448763,-0.35457621747627854,0.3487758345436305,0,2.473596746794823,0.04091920421648013
250,0.5,0.09734687651507556,-0.2428750345716253,0.050498886266723275,0,0.9467083827011776,0.9393469605061842
250,0.5,0.1854314780794084,-0.19565814023371786,0.15381249715574086,0,1.1887597887469061,0.7666422857567905
250,0.5,0.20852546545211226,-0.4789641873212531,0.21637178456876427,0,1.8463332212409096,0.12065606275005865
250,0.5,0.023001430206932127,-0.3833539148326963,0.4878316642716527,0,1.742525581483022,0.31826919480964766
250,0.5,0.22302225534804165,-0.36903891526162624,0.010161594022065401,0,0.823997122176525,0.955938759372302
250,0.5,0.32295781606808305,-0.2512836195528507,0.3592721502063796,0,1.4242610621850462,0.4864692437593229
250,0.5,0.32112353621050715,-0.045568132773041725,0.29693248216062784,0,0.628821604863631,0.9980345466195439
250,0.5,0.3117454786552116,-0.18595635273959488,0.12890973431058228,0,0.9285186839491782,0.9439027234038863
250,0.5,0.004970870679244399,-0.29087416944094,0.13258555671200156,0,2.3932591608195906,0.13534531448945114
250,0.5,0.40636993339285254,-0.43486470472998917,0.3136529722250998,0,1.4301885294791294,0.42851600904179044
250,0.5,0.34040086274035275,-0.061272575869224966,0.11003165843430907,0,0.8904952506941171,0.9142729472836763
250,0.5,0.22798877966124564,-0.17944562365300953,0.24956360354553908,0,1.2613400965347974,0.6456896733202012
250,0.5,0.38049498957116157,-0.11764912027865648,0.3538761861855164,0,0.7670629426945221,0.9902966259966401
250,0.5,0.30709975108038634,-0.019075674819760025,0.3116466874489561,0,0.5753737066172725,0.9991571556954189
250,0.5,0.006931157782673836,-0.2361490010516718,0.12303136847913265,0,2.157556423296433,0.172049231916197
250,0.5,0.08207990345545113,-0.29447235935367644,0.2951714114751667,0,3.0115448572232344,0.08913566717371398
250,0.5,0.31487276626285166,-0.011332244263030589,0.4543487704358995,0,0.5637205772331121,0.9993043819703976
250,0.5,0.045759962289594114,-0.1366286720149219,0.13722593209240586,0,1.6475829669658992,0.28044063007747083
250,0.5,0.4057292196666822,-0.41818830755073577,0.128273113979958,0,1.0289093677863974,0.8065289882610132
250,0.5,0.08698674780316651,-0.10606449085753411,0.40771790803410113,0,0.3918737947780977,0.9999910506910178
250,0.5,0.08133083663415164,-0.11721449706237763,0.024468721821904182,0,0.6448382794663163,0.9981393966427278
250,0.5,0.41368191852234304,-0.371983501361683,0.1248160294489935,0,1.074947308580351,0.8627751637858743
250,0.5,0.3743454674258828,-0.1758616151055321,0.007208765484392643,0,0.8720435055346102,0.9251188610446724
250,0.5,0.0663658189587295,-0.20848130772355944,0.2063352888217196,0,2.3538112540497527,0.11755348299104136
250,0.5,0.4100094537716359,-0.3048042303416878,0.1567203727317974,0,1.0597582507411296,0.8359439566021236
250,0.5,0.48158192180562764,-0.38577889604493976,0.2756127507891506,0,1.1967755554627528,0.7385630970676477
250,0.5,0.2920139319030568,-0.0413024794543162,0.33845399389974773,0,0.47852085368347946,0.9998361827780798
250,0.5,0.4660172425210476,-0.08075071277562529,0.307389187742956,0,0.9435243300854443,0.9080586848900728
250,0.5,0.42317872343119234,-0.1394251867895946,0.32471001148223877,0,0.9966133480669015,0.9074019879445604
250,0.5,0.4102093381807208,-0.34980698698200285,0.40415328997187316,0,1.570521163929507,0.356245669748849
250,0.5,0.1656539604300633,-0.07999088813085109,0.06960049970075488,0,0.789540233941839,0.9856248836780507
250,0.5,0.24327164166606963,-0.40217747283168137,0.35801747941877693,0,2.1434533594356693,0.055613981136717776
250,0.5,0.1989572341553867,-0.39631085889413953,0.3214077173033729,0,2.326454635957714,0.04315698537727454
250,0.5,0.26089955517090857,-0.06575617811176926,0.08577524521388113,0,0.8023410074498041,0.9688186331107826
250,0.5,0.1534029352478683,-0.3227698690025136,0.35671994055155665,0,2.4756474520571996,0.05424614674952581
250,0.5,0.44001810578629375,-0.106644680025056,0.12364731740672141,0,0.9220025041874476,0.8852177033413439
250,0.5,0.11932738812174648,-0.30455195147078484,0.21457274223212153,0,2.1373459153772925,0.0692272324435411
250,0.5,0.3414757075952366,-0.44210433633998036,0.11266892112325877,0,1.0609449430419358,0.8450902276599751
250,0.5,0.485298941610381,-0.09215134556870908,0.32960330101195723,0,0.8814352481598138,0.9358107678881066
250,0.5,0.029895147192291915,-0.05579124903306365,0.24284065410029143,0,0.3384800043129738,0.9999985790955465
250,0.5,0.2945614223135635,-0.46325746027287096,0.29090020060539246,0,1.7972271520420786,0.15371324981580198
250,0.5,0.20555631525348872,-0.3963970240438357,0.3186764580896124,0,2.1447381297370725,0.0583658415673422
250,0.5,0.0951746585778892,-0.3025257303379476,0.3443561177700758,0,2.243278492364605,0.1401437574018063
250,0.5,0.18048500909935683,-0.42353498411830515,0.2237881850451231,0,1.8385867955292352,0.0918165352298474
250,0.5,0.17325250653084368,-0.310375998262316,0.06170770898461342,0,0.9404665121837658,0.9416294009346433
250,0.5,0.014821660821326077,-0.33412488747853786,0.19527533277869225,0,3.237362070180161,0.12246636641799362
250,0.5,0.2764434557175264,-0.4945621587103233,0.2982143472181633,0,1.8426564066285318,0.10766347249281986
250,0.5,0.37554899405222386,-0.3441142571391538,0.1538862936431542,0,1.0580967515305593,0.8681344652352737
250,0.5,0.11825612001121044,-0.2623654030030593,0.48836623469833285,0,0.832365976490681,0.9884364508277265
250,0.5,0.15813661518041044,-0.1369367502629757,0.467526251450181,0,0.4638113553417966,0.9999557963333062
250,0.5,0.23199153179302812,-0.1343894717283547,0.3194440937368199,0,0.684281488757267,0.9974122069076026
250,0.5,0.4584145926637575,-0.11861094378400594,0.1874902289127931,0,0.889955912982944,0.9223943303440755
250,0.5,0.1900189002044499,-0.4241964155808091,0.17240734724327922,0,1.5678557594917206,0.2447616425074858
250,0.5,0.0016084837261587381,-0.044381924788467586,0.19107993599027395,0,0.3181807399982278,0.9999992510559684
250,0.5,0.23125230555888265,-0.09375821379944682,0.15681414387654513,0,0.9892535275154394,0.9518611746196524
250,0.5,0.22181958763394505,-0.13256181369069964,0.21996060013771057,0,1.055257725734902,0.8713728227203342
250,0.5,0.002598694642074406,-0.49107592552900314,0.12720928410999477,0,2.327774476179978,0.04706022764518245
250,0.5,0.10003128438256681,-0.24684311565943062,0.08064239658415318,0,1.1012558328101048,0.7992012623647595
250,0.5,0.1843595989048481,-0.1696882841642946,0.13013200438581407,0,0.9959681318081858,0.9239503856449839
250,0.5,0.2939134285552427,-0.15136414405424148,0.20088585012126714,0,0.9666613529243127,0.9457270172375188
250,0.5,0.4489222182892263,-0.43169238814152777,0.15316273842472583,0,1.0857251329902387,0.8342319540399615
250,0.5,0.08226071705576032,-0.45282354357186705,0.26079221384134144,0,3.30279375725822,0.07162708264017477
250,0.5,0.15573288989253342,-0.06429577397648245,0.09169642545748502,0,0.765194363795034,0.9893553552666752
250,0.5,0.12628591933753341,-0.4386822029482573,0.06985102209728211,0,1.1277731133585376,0.8250567868830521
250,0.5,0.26588679221458733,-0.21117335325106978,0.3067942012567073,0,1.2796787476140248,0.6649008577211127
250,0.5,0.36944081354886293,-0.3727968119783327,0.4655396854504943,0,1.667361100243509,0.2335498002866226
250,0.5,0.2837067371001467,-0.28336959972511977,0.15733762201853096,0,1.1492592959317305,0.7978102096054668
250,0.5,0.047128322534263134,-0.07526253897231072,0.022575634997338057,0,0.5590859613809759,0.9997009131925297
250,0.5,0.19336843653582036,-0.07850299158599228,0.10902379627805203,0,0.8475017185314905,0.9781587261506588
250,0.5,0.14298988005612046,-0.14015474601183087,0.26952945487573743,0,0.7488680301530112,0.993808471110717
250,0.5,0.2689930354245007,-0.22981632489245385,0.2764161799568683,0,1.3105473426678995,0.5746823983698326
250,0.5,0.47975759324617684,-0.1950912899337709,0.012010501697659492,0,0.8599164601247747,0.9087060701508086
250,0.5,0.23949558637104928,-0.16775215999223292,0.053441966185346246,0,0.880639469643626,0.9506153191699676
250,0.5,0.32868241146206856,-0.4213583170203492,0.011799286934547126,0,0.8659531089320807,0.909804623258601
250,0.5,0.3985063415020704,-0.40518804476596415,0.44958709506317973,0,1.6166561720348127,0.2905914109117803
250,0.5,0.44992898672353476,-0.026443377835676074,0.4662109708879143,0,0.6334555971540471,0.9984196702673079
250,0.5,0.08274201606400311,-0.42433416144922376,0.12300345208495855,0,1.8542418717727915,0.10003679394414738
250,0.5,0.10990861360915005,-0.14248017757199705,0.2672628746367991,0,0.7509805356758342,0.9939102220143008
250,0.5,0.36525380599778146,-0.31387229647953063,0.1907955118222162,0,1.1510351455302004,0.7709371450199953
250,0.5,0.4745303412200883,-0.2755031327251345,0.23702270549256355,0,1.083759705526274,0.8210774097932958
250,0.5,0.12030858977232128,-0.1623845472931862,0.05713186785578728,0,0.8399569937382269,0.9751372323919032
250,0.5,0.2676560605177656,-0.45062371145468205,0.4294882791582495,0,2.331264594311251,0.029744053128187252
250,0.5,0.48406780627556145,-0.17173768253996968,0.08894341706763953,0,0.9225360705455545,0.8672173111414352
250,0.5,0.24988202995155007,-0.487820609821938,0.26643688092008233,0,1.976639994218796,0.10504173932495266
250,0.5,0.3258081516250968,-0.40371026017237455,0.37204476667102426,0,1.684635608540391,0.1939360001126579
250,0.5,0.2936790088424459,-0.32218584325164557,0.4351477057207376,0,1.7698192330500782,0.16667859623839645
250,0.5,0.08962402387987822,-0.4756388091482222,0.014477884862571955,0,0.7966172143040973,0.9770448345988126
250,0.5,0.44420531077776104,-0.4893912433180958,0.42425448063295335,0,1.5964025469993426,0.3199801237192205
250,0.5,0.19718371937051415,-0.35514379595406353,0.30094581737648696,0,2.1824319499116913,0.04750217161422745
250,0.5,0.10178443510085344,-0.48287724854890257,0.15644032577984035,0,1.9730243776085423,0.0711290938820515
250,0.5,0.058796384022571146,-0.027613828890025616,0.11020492191892117,0,0.3482938988013909,0.999995483346207
250,0.5,0.49465870554558933,-0.4974280602764338,0.08236112864688039,0,0.9675108469383743,0.8569493560523821
250,0.5,0.20768419711384922,-0.28214438166469336,0.17685295944102108,0,1.2749629543922962,0.5686230990266916
250,0.5,0.3546877078479156,-0.08290108782239258,0.2946768420515582,0,0.7193358060797628,0.9931003421497634
250,0.5,0.46153480920474976,-0.07213817455340177,0.25172706379089504,0,0.9684037408123823,0.8463560743314232
250,0.5,0.4991983858635649,-0.3950124359689653,0.1789339215029031,0,1.0861922088025948,0.8065010328777628
250,0.5,0.4317016527056694,-0.01242460252251476,0.013149866601452231,0,0.8676539927664775,0.9056582210579828
250,0.5,0.31275527528487146,-0.10518129111733288,0.17602335731498897,0,0.8747367773018462,0.9544285817364871
250,0.5,0.25139550876338035,-0.0077301039127632976,0.43960995913948864,0,0.543477605011355,0.9999634054850536
250,0.5,0.023187303449958563,-0.2507147140568122,0.24799113848712295,0,3.374565466655836,0.13670933686509343
