size,connectance,zeta,sigma,mu,rho,Robs,Rho
250,0.5,1,0.20625210436992347,0.2569265922065824,0.38967802026309073,0.40470554431164113,0.9999958336100416
250,0.5,1,0.3752352495212108,0.3421238763257861,0.2269388004206121,0.4930054888983216,0.9999728032060308
250,0.5,1,0.10475043999031186,-0.07977168844081461,0.4022884014993906,0.677918739476753,0.9971056297586904
250,0.5,1,0.3906722953543067,0.4697871489915997,0.2791166827082634,0.5025611980537297,0.999981031270765
250,0.5,1,0.385360133019276,-0.27035141410306096,0.02815261925570666,0.8705647954095508,0.8522811809902754
250,0.5,1,0.0641624026466161,-0.3775076470337808,-0.33839940489269793,0.8871327255597031,0.9695487755712932
250,0.5,1,0.3665586393326521,-0.06099042505957186,-0.3147014563437551,1.361282289549157,0.5524730526285989
250,0.5,1,0.2505983558949083,-0.14958614110946655,-0.15746250352822244,0.7848087892688324,0.9608044249057188
250,0.5,1,0.2898398059187457,-0.3094568981323391,-0.1861156634986401,0.8463332149680824,0.945162284818148
250,0.5,1,0.3989405062748119,0.4667741926386952,-0.39603068260475993,0.26988920414896006,0.9999998519071608
250,0.5,1,0.21116641629487276,0.35045860917307436,0.266254092566669,0.41135964966931615,0.999996690592842
250,0.5,1,0.00957126426510512,0.23127520899288356,-0.09332234761677682,0.32095512242453794,0.9999997180656118
250,0.5,1,0.448330758837983,-0.28563026199117303,-0.3219564554747194,0.9811258275668492,0.8863722213349772
250,0.5,1,0.06318787520285696,-0.3881199655588716,0.12428559316322207,0.8617471659364639,0.9720254557792404
250,0.5,1,0.4929366064025089,0.36739971255883574,-0.30458699027076364,0.2300939004750805,0.9999998058372144
250,0.5,1,0.3453943283529952,0.23335568304173648,0.4656850162427872,0.5092198479615867,0.9999414809502692
250,0.5,1,0.09143807063810527,-0.00447271228767931,-0.49164305068552494,0.9706235197375996,0.935677900139682
250,0.5,1,0.1037083974806592,0.08623549249023199,0.02063990454189479,0.18634186888164583,0.999999990695036
250,0.5,1,0.3905308002140373,-0.07785426964983344,0.4548756962176412,0.8712991955818339,0.9361139442942186
250,0.5,1,0.03018267417792231,0.1691030899528414,0.09107500314712524,0.28411001985662104,0.9999998816581716
250,0.5,1,0.10661704069934784,-0.15786035847850144,0.06637033238075674,0.7676808724488607,0.9895636613998224
250,0.5,1,0.4379799240268767,-0.31333590508438647,-0.45339334895834327,1.1120595176889507,0.7684425352619797
250,0.5,1,0.12664275791030377,0.4175715988967568,-0.24279610952362415,0.38562694415919496,0.9999986910913458
250,0.5,1,0.01447034289594739,0.36891846591606736,-0.06846333132125437,0.38352675079022736,0.9999987562587808
250,0.5,1,0.3915970295201987,0.12468162924051283,-0.450068493373692,0.9637082642547982,0.933794896246402
250,0.5,1,0.13054055406246334,0.47456162399612367,-0.09146692627109589,0.4260694564588182,0.9999969368826628
250,0.5,1,0.15325986256357282,0.13162932638078928,0.36270288517698646,0.3332462268391565,0.999998817416286
250,0.5,1,0.3524967961711809,0.4402048946358263,-0.3781577085610479,0.3916024167226193,0.9999972925475072
250,0.5,1,0.2250371710397303,0.0792363490909338,-0.2766250299755484,0.34561711379811044,0.9999830591038484
250,0.5,1,0.09401787328533828,0.25848136958666146,-0.04913452593609691,0.3230416065889908,0.99999962380731
250,0.5,1,0.1333013898693025,-0.04945650789886713,0.1136665923986584,0.6850597386290123,0.994758863871762
250,0.5,1,0.13021456554997712,0.2064475156366825,0.4593658878002316,0.34142021645462145,0.9999992586151494
250,0.5,1,0.1640514371683821,-0.07335364841856062,0.21317421621643007,0.7199920933950928,0.987290054659234
250,0.5,1,0.05713855696376413,-0.3956447346135974,0.07719715079292655,0.8659541434047949,0.971816673868632
250,0.5,1,0.4939921903423965,-0.3785700055304914,0.02900746697559952,0.95361782929231,0.8541864920138829
250,0.5,1,0.3610373787814751,0.4923845825251192,0.4838393717072904,0.5289437278631578,0.9999723068086612
250,0.5,1,0.05542227753903717,-0.2237823074683547,-0.269524993840605,0.774644342649915,0.9905345089344064
250,0.5,1,0.17286174546461552,0.4266977871302515,-0.4028806311544031,0.38573858868283817,0.9999985165620972
250,0.5,1,0.20919442223384976,-0.1453527973499149,0.02620341884903609,0.7714018037688057,0.978564975194468
250,0.5,1,0.13441162055823952,-0.25363978603854775,0.3643162720836699,0.8181202310334131,0.97681477818044
250,0.5,1,0.4655922877136618,0.26086393487639725,0.05330994795076549,0.36325647551790463,0.9999967663601655
250,0.5,1,0.4586930804653093,0.13060238026082516,0.105126793961972,0.48455788126722327,0.9999337630752986
250,0.5,1,0.25382323330268264,-0.4312848555855453,-0.07716902391985059,0.9351257468223784,0.922543310567752
250,0.5,1,0.48983007203787565,0.03336326405405998,-0.4378331801854074,1.8456011329206137,0.1299218962336575
250,0.5,1,0.4024660805007443,0.4917899298015982,-0.2758714372757822,0.3916234780634195,0.9999977319691634
250,0.5,1,0.3739115453790874,-0.39699688483960927,-0.08327004383318126,0.8869718723332866,0.8390413085496482
250,0.5,1,0.49629514350090176,0.3523419606499374,-0.4978897871915251,0.729244399773686,0.9976165982372276
250,0.5,1,0.1943170903250575,-0.4101400354411453,-0.36784744332544506,0.8662678927349211,0.9546016704706144
250,0.5,1,0.2597681359620765,0.01462805643677711,0.26506295148283243,0.7924458443687157,0.9726204027100792
250,0.5,1,0.36874323547817767,0.4212207414675504,0.3834985555149615,0.5225217333163759,0.9999692564080368
250,0.5,1,0.25359162862878293,0.4207850890234113,0.19290673965588212,0.4498311228518632,0.9999931912219092
250,0.5,1,0.2760246965335682,0.4336759429425001,-0.1224628989584744,0.40516839619134304,0.9999972612390792
250,0.5,1,0.2756755034206435,0.24607770168222487,-0.05406124074943364,0.2644835715522268,0.9999998643086084
250,0.5,1,0.1564196030376479,0.28598156943917274,0.27912146458402276,0.3920016835879106,0.999997854328843
250,0.5,1,0.10232804901897909,-0.36061849421821535,-0.4548151115886867,0.8508516921990181,0.9737470676697562
250,0.5,1,0.051095996866934,0.21791773242875936,-0.08077887957915664,0.3011645868759988,0.9999998052933642
250,0.5,1,0.17607998906169087,0.464154940797016,0.18414991558529437,0.3932784492020587,0.999998301631044
250,0.5,1,0.02516419207677245,0.1851727890316397,0.3730675280094147,0.2964447321199312,0.9999998445963896
250,0.5,1,0.38748703652527183,-0.09296129550784826,-0.4398439284414053,1.5202681484710927,0.34635960134730776
250,0.5,1,0.3276813105912879,-0.376554073067382,-0.14172224304638803,0.8682434135759186,0.9157467693385384
250,0.5,1,0.13034545967821032,0.3309415162075311,-0.3703312997240573,0.3505203430665274,0.9999994208470492
250,0.5,1,0.22976486734114587,-0.01241504424251616,-0.18103813054040072,0.9815347890037346,0.92111255621551
250,0.5,1,0.3464294266887009,0.4303038904909045,0.10655752359889448,0.4421492121805511,0.9999931738233704
250,0.5,1,0.16564607131294906,-0.07401834521442652,0.3595723663456738,0.7807219312136843,0.9876168471712892
250,0.5,1,0.35085371986497194,-0.11580973584204912,-0.19156187633052468,1.039161031480072,0.8708874346734108
250,0.5,1,0.24522233637981117,-0.251445084111765,0.46815900364890695,0.8597883795747447,0.9491957962437416
250,0.5,1,0.13102511002216488,0.3436297192238271,-0.29971729568205774,0.344976988058491,0.9999993636037118
250,0.5,1,0.20757441583555192,0.42071650945581496,0.2463530297391117,0.432939731261621,0.9999960366801278
250,0.5,1,0.1464690084103495,-0.34525971370749176,-0.15705914748832583,0.8501668111612098,0.97174243744583
250,0.5,1,0.38478049566037953,0.39826786424964666,0.4757752155419439,0.5607803698637166,0.9999385980655444
250,0.5,1,0.04756170033942908,-0.26481746323406696,0.45658912789076567,0.8313653806614695,0.988052048304586
250,0.5,1,0.01371358602773398,0.0520438861567527,-0.15203090151771903,0.1656057925451772,0.999999999336644
250,0.5,1,0.3394748669816181,-0.1466454800684005,-0.274843274615705,1.0290526455579865,0.8754734769092418
250,0.5,1,0.09604555321857332,0.32276894384995103,0.40578272799029946,0.38541417446368303,0.9999984172362416
250,0.5,1,0.00510006758850067,0.24352858029305935,-0.2295074628200382,0.3344008655935646,0.9999995503828896
250,0.5,1,0.15405626315623522,0.10450377245433629,0.48490569088608027,0.41271633928082946,0.999990574325419
250,0.5,1,0.15930832724552602,0.04740645037963986,0.13353293109685185,0.3058559484404104,0.9999967544330648
250,0.5,1,0.08728454064112157,-0.3878669706173241,0.2246375768445432,0.8623188530151338,0.9652104909815292
250,0.5,1,0.09953667095396668,-0.3706944652367383,-0.3984136178623885,0.8573980561566389,0.968202050065838
250,0.5,1,0.2488259910605848,0.2575407319236547,-0.23308783187530935,0.3203592080458207,0.9999992181091416
250,0.5,1,0.210290182614699,-0.49193791951984167,-0.21791475010104475,0.8991156402822547,0.921245947910744
250,0.5,1,0.23677358811255544,0.1619184515438974,0.05648371903225779,0.2505562548183185,0.999999727248745
250,0.5,1,0.2483014827594161,0.32515634410083294,0.02122827945277095,0.3778547601874929,0.9999979711134512
250,0.5,1,0.04404688091017306,0.252005313988775,0.2984317038208246,0.3206854750639667,0.999999761790253
250,0.5,1,0.00759378063958138,0.27534947101958096,0.2947632744908333,0.34104168347265795,0.9999994701612288
250,0.5,1,0.07999876176472753,0.2533469689078629,-0.22248287708498535,0.3248215735267224,0.9999996369263416
250,0.5,1,0.22255051031243056,0.22702669585123655,0.4777861665934324,0.410266223150585,0.9999948483733682
250,0.5,1,0.00568450021091848,-0.35632485221140087,0.4070712949614972,0.852218355158767,0.9769463293004322
250,0.5,1,0.3876791341463104,-0.17715663090348244,-0.04725889954715967,0.8479364912729347,0.9061157951280072
250,0.5,1,0.01066487585194408,0.06338578346185386,-0.2974705349188298,0.1741969836247772,0.999999999215564
250,0.5,1,0.3468534251442179,0.01509451842866838,0.34882156760431826,0.8403183185624215,0.9514779333333592
250,0.5,1,0.2865637476788834,0.07753026997670531,0.15096937934868038,0.4952583070228514,0.999872591704116
250,0.5,1,0.11911752121523024,-0.3336240651551634,-0.4013277229387313,0.8396618625517566,0.9604763622243078
250,0.5,1,0.2385599372209981,0.2745948357041925,-0.4963591364212334,0.15618124353013912,0.9999999997111992
250,0.5,1,0.0625468222424388,0.3650322060566395,-0.1198823016602546,0.3948182324608211,0.9999984192554708
250,0.5,1,0.322689464665018,-0.4042177046649158,0.1743263218086213,0.8993920313168432,0.8921367297490449
250,0.5,1,0.35351153742522,0.39613747503608465,0.0892408958170563,0.3894039758737355,0.9999976147101276
250,0.5,1,0.19794605486094952,0.08564043720252812,0.34642216726206243,0.47464409747922254,0.9999486522654024
250,0.5,1,0.28854085493367165,0.17660994082689285,-0.21183303743600845,0.1883548425140433,0.9999999847089384
250,0.5,1,0.4405347182182595,0.05416441080160439,-0.27614498045295477,1.3478304780840018,0.6117339354417112
250,0.5,1,0.3343563930829987,0.1722100202459842,-0.12792595266364515,0.2494135118286725,0.9999997410776448
250,0.5,1,0.04549266654066741,-0.3268019550014287,-0.14233849244192243,0.8678378712755299,0.977612365471258
250,0.5,1,0.09907965932507068,-0.3659180542454123,-0.2655143940355629,0.8529764797745422,0.9746984634953114
250,0.5,1,0.1818094450281933,-0.3230334206018597,-0.49073068983852863,0.8281291219271262,0.9552796600732496
250,0.5,1,0.3890981369186193,-0.01566123496741056,0.01674004760570824,0.8520139657302135,0.9228878467989527
250,0.5,1,0.2419932057382539,-0.28497932362370193,0.12175966193899512,0.8469122077226496,0.961918636037034
250,0.5,1,0.1037212802330032,-0.4384269849397242,0.19677353627048433,0.8770310016788614,0.9641722862753638
250,0.5,1,0.2954354314133525,0.0302698363084346,0.286520947702229,0.8603625764798449,0.9593581498780644
250,0.5,1,0.3720221489202231,0.42419708310626447,0.28674486954696476,0.491419960777814,0.9999834220014828
250,0.5,1,0.4017132316948846,0.3165018504951149,0.42556485487148166,0.531408573462325,0.9999376437105888
250,0.5,1,0.389192046248354,-0.2703255917876959,-0.35032617626711726,0.9487068373880478,0.8864406249593594
250,0.5,1,0.2700564479455352,0.44255199981853366,-0.17996150068938732,0.39953946669871554,0.9999975724235766
250,0.5,1,0.2004231003811583,0.06661699176765978,-0.2850151709280908,0.3420541547754196,0.9999946714441188
250,0.5,1,0.4430049957009032,0.4574788948521018,-0.16631683823652563,0.39840831532427545,0.9999964988663111
250,0.5,1,0.22234726534225047,-0.4456929718144238,0.02098170458339154,0.8866190239856246,0.9398889700953426
250,0.5,1,0.08647523238323629,0.4741005206014961,0.21750678471289575,0.4359426395180105,0.9999964701551066
250,0.5,1,0.190195515868254,0.34956697770394385,0.07269961014389992,0.4145454769024861,0.9999967409312216
250,0.5,1,0.01078169897664338,0.22382107912562788,-0.10579201625660062,0.3066414258136142,0.999999807869833
250,0.5,1,0.22692603222094476,0.30199014977551997,-0.3896232163533568,0.25663041149863985,0.999999909894159
250,0.5,1,0.01709384948480874,-0.23896200628951192,-0.3416227928828448,0.8108189299738057,0.9907071028868536
250,0.5,1,0.4398908491712064,-0.23271419922821224,0.3591670738533139,0.8912582567360109,0.9233045539744176
250,0.5,1,0.4186821832554415,0.23523748037405312,0.24762492906302216,0.49747388629729605,0.999939879829729
250,0.5,1,0.01428480097092688,-0.3351571497041732,-0.11569173936732112,0.8430364511930923,0.9816416531612344
250,0.5,1,0.4970992157468572,-0.4881586623378098,0.3838987688068301,0.9603214585791762,0.8417349919026352
250,0.5,1,0.23902869480662048,-0.4922994514927268,-0.1946428169030696,0.8889703171558161,0.916657398326948
250,0.5,1,0.27795653603971004,0.3119389715138823,-0.14450512290932238,0.37415841792007254,0.9999977859739084
250,0.5,1,0.3411378990858793,-0.096797649981454,0.48619892355054617,0.8940686820101943,0.9472448844038034
250,0.5,1,0.162384174996987,0.04152710828930139,0.08630053792148829,0.42327706683158256,0.9999830005067296
250,0.5,1,0.1655209951568395,-0.15576645242981613,0.02396783395670354,0.748636479315406,0.982751992747054
250,0.5,1,0.3009810560615733,0.2841731021180749,-0.4101926719304174,0.2507285041897516,0.9999998116700248
250,0.5,1,0.08730272413231432,-0.17750576650723815,-0.40793416951783,0.7377739957944176,0.9904331643202212
250,0.5,1,0.05056068254634738,-0.49191714031621814,0.3937691042665392,0.9098810206852932,0.9607759295175232
250,0.5,1,0.02939498703926801,-0.21564113744534552,-0.4901899753604084,0.7812500220464733,0.993374262986021
250,0.5,1,0.16395843541249633,0.16603629384189844,-0.27065337682142854,0.24355807435158625,0.9999999447095872
250,0.5,1,0.07746047468390316,0.01285084872506558,0.4993007015436888,0.5078871665304219,0.999882951285977
250,0.5,1,0.4377792691811919,0.13684456958435476,0.12789449957199395,0.49954092107080744,0.9998280379781356
250,0.5,1,0.47518780385144055,-0.02045833109878003,-0.4587947949767113,1.951908766307835,0.0968056708003266
250,0.5,1,0.33405322523321956,0.04018133413046598,-0.2274784641340375,1.1406846772118913,0.837280764446741
250,0.5,1,0.3963417212944478,0.2505619346629828,-0.09130044444464148,0.2803075976335539,0.9999997610860728
250,0.5,1,0.08326474239584059,0.375849133124575,-0.29265721631236374,0.3869938403451457,0.9999985713676663
250,0.5,1,0.25759292719885707,-0.22549356543459,0.41858309297822416,0.8613764074475935,0.9353425439684144
250,0.5,1,0.06551556335762143,-0.4094538611825555,-0.4780994127504528,0.8862674814330591,0.9670431902374244
250,0.5,1,0.02558856061659753,-0.4538838099688291,0.01372413872741162,0.8899011595189523,0.9637197340732324
250,0.5,1,0.4648740509292111,0.02021093829534948,-0.3718836638145149,1.5936556366989396,0.27037232839528735
250,0.5,1,0.4706044247141108,0.2686000242829323,-0.01270203781314194,0.36909630259886295,0.9999972400612708
250,0.5,1,0.1212685469072312,-0.4222398397978395,-0.21193731552921236,0.891448551667295,0.9619849505542932
250,0.5,1,0.1160601049195975,0.3217860315926373,-0.33848604070954025,0.37866282809972784,0.999998810274662
250,0.5,1,0.01761473517399281,0.1435485223773867,-0.3914032529573888,0.2476759566796843,0.9999999710771008
250,0.5,1,0.41067210561595857,-0.3389019132591784,0.3355365386232734,0.9169508572193964,0.9068451702868948
250,0.5,1,0.41701773297972977,-0.3694459008984268,-0.2231730769854039,0.8878033185970846,0.8371873952477701
